ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;826;1979;0;1
1;1722;411;0;2
2;1922;453;0;3
3;822;1110;0;4
4;822;1110;0;5
5;822;1015;0;6
6;822;1015;0;7
7;833;1074;0;8
8;446;1380;0;9
9;446;1380;0;10
10;446;1380;0;11
11;446;1380;0;12
12;446;1380;0;13
13;446;1380;0;14
14;446;1380;0;15
15;446;1380;0;16
16;536;1232;0;17
17;446;1380;0;18
18;446;1380;0;19
19;1522;611;0;20
20;1522;611;0;21
21;496;669;0;22
22;496;669;0;23
23;481;1420;1;1
24;481;1420;1;2
25;481;1420;1;3
26;654;1293;1;4
27;654;1303;1;5
28;654;1308;1;6
29;794;1313;1;7
30;794;1313;1;8
31;654;1333;1;9
32;1422;501;1;10
33;1422;501;1;11
34;854;2058;1;12
35;1419;394;1;13
36;1349;444;1;14
37;1874;424;1;15
38;934;1998;1;16
39;934;1998;1;17
40;259;1353;1;18
41;1722;553;1;19
42;809;1738;1;20
43;1419;394;1;21
44;1349;444;1;22
45;1874;424;1;23
46;934;1998;1;24
47;934;1998;1;25
48;259;1353;1;26
49;1722;553;1;27
50;809;1738;1;28
51;420;1360;2;1
52;420;1360;2;2
53;420;1360;2;3
54;420;1360;2;4
55;1117;966;2;5
56;1117;966;2;6
57;923;2023;2;7
58;526;1735;2;8
59;526;1735;2;9
60;526;1735;2;10
61;526;1735;2;11
62;526;1735;2;12
63;526;1735;2;13
64;720;1077;2;14
65;720;1077;2;15
66;489;500;2;16
67;489;500;2;17
68;481;1420;2;18
69;481;1420;2;19
70;481;1420;2;20
71;488;1995;3;1
72;952;335;3;2
73;952;335;3;3
74;952;335;3;4
75;952;335;3;5
76;507;1742;3;6
77;507;1742;3;7
78;517;1730;3;8
79;517;1730;3;9
80;576;1510;3;10
81;576;1510;3;11
82;576;1510;3;12
83;576;1510;3;13
84;712;1367;3;14
85;515;810;3;15
86;515;810;3;16
87;515;1210;3;17
88;515;1210;3;18
89;923;903;3;19
90;917;2053;3;20
91;917;2053;3;21
92;530;826;4;1
93;530;1226;4;2
94;530;1226;4;3
95;942;446;4;4
96;942;446;4;5
97;953;2053;4;6
98;622;2088;4;7
99;964;281;4;8
100;964;281;4;9
101;888;335;4;10
102;584;290;4;11
103;584;290;4;12
104;584;1383;4;13
105;584;1383;4;14
106;566;281;4;15
107;568;281;4;16
108;568;281;4;17
109;568;1262;4;18
110;568;1262;4;19
111;952;335;4;20
112;389;980;5;1
113;389;980;5;2
114;761;1844;5;3
115;525;646;5;4
116;525;646;5;5
117;625;846;5;6
118;625;846;5;7
119;625;846;5;8
120;625;846;5;9
121;604;418;5;10
122;604;418;5;11
123;604;418;5;12
124;604;418;5;13
125;604;418;5;14
126;604;418;5;15
127;603;1526;5;16
128;603;1526;5;17
129;522;1758;5;18
130;533;1746;5;19
131;530;826;5;20
132;430;1458;6;1
133;430;1458;6;2
134;669;899;6;3
135;1220;1186;6;4
136;835;2096;6;5
137;725;1046;6;6
138;725;1046;6;7
139;525;1446;6;8
140;525;1446;6;9
141;525;1446;6;10
142;525;1446;6;11
143;525;1446;6;12
144;525;1446;6;13
145;526;2028;6;14
146;526;2028;6;15
147;497;2099;6;16
148;497;2099;6;17
149;496;2140;6;18
150;496;2140;6;19
151;793;2075;6;20
152;925;691;7;1
153;925;691;7;2
154;925;691;7;3
155;925;691;7;4
156;925;691;7;5
157;925;691;7;6
158;278;491;7;7
159;1083;1141;7;8
160;1118;1131;7;9
161;970;1036;7;10
162;970;1036;7;11
163;606;1752;7;12
164;606;1752;7;13
165;873;1915;7;14
166;625;1915;7;15
167;625;1915;7;16
168;625;1915;7;17
169;625;1915;7;18
170;430;1458;7;19
171;430;1458;7;20
172;620;1041;8;1
173;360;740;8;2
174;230;1918;8;3
175;897;1293;8;4
176;892;1418;8;5
177;672;953;8;6
178;897;1283;8;7
179;897;1293;8;8
180;897;1293;8;9
181;897;1293;8;10
182;501;1112;8;11
183;501;1112;8;12
184;501;1112;8;13
185;501;1112;8;14
186;501;1112;8;15
187;501;1112;8;16
188;501;1112;8;17
189;501;1112;8;18
190;673;371;8;19
191;823;1915;8;20
192;673;371;8;21
193;823;1915;8;22
194;213;2128;9;1
195;523;2048;9;2
196;523;2048;9;3
197;773;2023;9;4
198;822;2023;9;5
199;722;911;9;6
200;625;911;9;7
201;625;911;9;8
202;360;740;9;9
203;1030;950;9;10
204;722;2111;9;11
205;722;2111;9;12
206;773;2108;9;13
207;1320;975;9;14
208;715;1918;9;15
