ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;356;692;0;1
1;893;1908;0;2
2;744;1998;0;3
3;533;1998;0;4
4;744;2018;0;5
5;744;2033;0;6
6;911;1654;0;7
7;881;1797;0;8
8;651;2024;0;9
9;747;2022;0;10
10;522;653;1;1
11;522;653;1;2
12;522;653;1;3
13;512;480;1;4
14;654;1094;1;5
15;551;1414;1;6
16;551;1414;1;7
17;493;2018;1;8
18;433;2033;1;9
19;704;940;2;1
20;547;2095;2;2
21;722;863;2;3
22;423;1073;2;4
23;423;1073;2;5
24;358;1073;2;6
25;358;1073;2;7
26;522;653;2;8
27;425;1993;3;1
28;425;1993;3;2
29;541;844;3;3
30;560;1768;3;4
31;560;1768;3;5
32;954;318;3;6
33;650;1538;3;7
34;312;567;4;1
35;412;767;4;2
36;716;446;5;1
37;590;446;5;2
38;571;689;5;3
39;790;204;5;4
40;586;983;5;5
41;396;533;5;6
42;829;281;5;7
43;626;889;5;8
44;618;994;5;9
45;669;1691;6;1
46;281;499;6;2
47;865;499;6;3
48;601;446;6;4
49;616;446;6;5
50;416;1278;7;1
51;416;1278;7;2
52;416;1278;7;3
53;790;1592;7;4
54;744;1702;7;5
55;324;1227;7;6
56;324;1227;7;7
57;863;934;7;8
58;863;934;7;9
59;630;1772;8;1
60;870;459;8;2
61;558;1297;8;3
62;738;1781;8;4
