DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;4447.0;1377.0;1.0;1.0
1;0;5522.0;1865.0;3.0;2.0
2;1;216.0;3195.0;1.0;1.0
3;1;3931.0;1165.0;1.0;3.0
4;2;2300.0;2562.0;1.0;2.0
5;4;5155.0;745.0;2.0;2.0
6;6;4702.0;3025.0;1.0;1.0
7;7;632.0;36.0;1.0;1.0
8;7;789.0;179.0;5.0;3.0
9;9;5389.0;3.0;3.0;2.0
10;10;2798.0;1728.0;1.0;1.0
11;10;3577.0;2390.0;3.0;3.0
12;11;1663.0;1805.0;2.0;2.0
13;11;4283.0;3187.0;2.0;1.0
14;12;2904.0;2086.0;3.0;3.0
15;13;1494.0;2760.0;2.0;3.0
16;13;3070.0;418.0;2.0;1.0
17;15;5595.0;3189.0;6.0;3.0
18;16;429.0;1282.0;5.0;3.0
19;18;343.0;164.0;1.0;3.0
20;18;5320.0;2932.0;1.0;1.0
21;19;4386.0;3058.0;1.0;3.0
22;21;4373.0;346.0;2.0;2.0
23;22;2559.0;3186.0;1.0;1.0
24;22;4081.0;451.0;1.0;1.0
25;23;4200.0;2295.0;1.0;3.0
26;24;173.0;2377.0;1.0;2.0
27;24;3841.0;2530.0;2.0;1.0
28;24;4135.0;2433.0;1.0;2.0
29;24;5791.0;1747.0;1.0;1.0
30;26;1182.0;849.0;2.0;3.0
31;26;2785.0;2551.0;1.0;3.0
32;28;4081.0;804.0;3.0;4.0
33;28;5569.0;2469.0;1.0;3.0
34;28;5769.0;2549.0;7.0;2.0
35;29;471.0;2161.0;1.0;1.0
36;29;1358.0;48.0;1.0;1.0
37;29;2745.0;2744.0;1.0;1.0
38;29;4501.0;951.0;1.0;1.0
39;29;4514.0;946.0;1.0;1.0
40;30;5821.0;2815.0;1.0;1.0
41;31;1930.0;1999.0;1.0;1.0
42;32;2711.0;25.0;1.0;2.0
43;33;12.0;738.0;1.0;3.0
44;33;2052.0;2576.0;3.0;2.0
45;34;745.0;1715.0;1.0;1.0
46;36;4916.0;1815.0;1.0;2.0
47;36;5380.0;3016.0;2.0;1.0
48;37;1099.0;2269.0;1.0;1.0
49;37;1230.0;453.0;1.0;1.0
50;39;4650.0;2888.0;1.0;1.0
51;39;4653.0;2891.0;1.0;1.0
52;39;5301.0;1399.0;1.0;1.0
53;39;5338.0;1388.0;1.0;1.0
54;40;714.0;1234.0;1.0;1.0
55;40;1954.0;2688.0;1.0;2.0
56;42;3327.0;2344.0;1.0;1.0
57;43;1994.0;2791.0;1.0;1.0
58;44;5303.0;2079.0;1.0;1.0
59;45;800.0;3041.0;1.0;1.0
60;45;1864.0;2519.0;1.0;2.0
61;45;1937.0;1559.0;2.0;1.0
62;45;3124.0;2734.0;1.0;1.0
63;45;5343.0;363.0;6.0;4.0
64;47;1407.0;2998.0;7.0;4.0
65;49;2906.0;2812.0;1.0;1.0
66;50;3157.0;2907.0;3.0;4.0
67;52;3802.0;1854.0;1.0;1.0
68;52;4849.0;1710.0;2.0;2.0
69;53;1140.0;3207.0;4.0;2.0
70;53;1697.0;1203.0;1.0;2.0
71;55;842.0;1096.0;1.0;3.0
72;57;2473.0;2028.0;4.0;4.0
73;58;5015.0;903.0;1.0;1.0
74;58;5682.0;70.0;1.0;1.0
75;59;341.0;495.0;1.0;1.0
76;59;5112.0;2302.0;6.0;4.0
77;60;3800.0;657.0;1.0;1.0
78;62;675.0;2092.0;1.0;1.0
79;62;1373.0;2981.0;1.0;1.0
80;64;2597.0;2474.0;2.0;3.0
81;64;5856.0;2369.0;7.0;4.0
82;66;536.0;273.0;2.0;1.0
83;66;1563.0;3140.0;1.0;2.0
84;66;2270.0;1826.0;2.0;2.0
85;67;3700.0;722.0;7.0;5.0
86;67;4160.0;3207.0;1.0;1.0
87;69;5437.0;1757.0;1.0;2.0
88;69;5722.0;3142.0;1.0;1.0
89;70;4032.0;1741.0;1.0;1.0
90;71;4273.0;1327.0;3.0;4.0
91;72;149.0;942.0;1.0;1.0
92;72;1066.0;2123.0;1.0;2.0
93;73;1816.0;1564.0;1.0;1.0
94;74;5320.0;2923.0;1.0;1.0
95;75;5766.0;1671.0;4.0;2.0
96;75;5948.0;1465.0;1.0;3.0
97;76;3338.0;1668.0;1.0;1.0
98;78;1890.0;2790.0;2.0;3.0
99;79;2531.0;650.0;1.0;2.0
100;81;2678.0;1313.0;1.0;2.0
101;83;2494.0;2312.0;3.0;2.0
102;85;5623.0;2267.0;1.0;1.0
103;85;5902.0;2426.0;1.0;2.0
104;86;4009.0;2846.0;1.0;1.0
105;87;50.0;1329.0;1.0;1.0
106;87;75.0;1268.0;1.0;1.0
107;89;5445.0;1423.0;1.0;1.0
108;90;810.0;2641.0;1.0;1.0
109;90;4958.0;1363.0;1.0;2.0
110;91;2530.0;1284.0;3.0;2.0
111;92;659.0;68.0;3.0;4.0
112;92;2353.0;411.0;1.0;2.0
113;93;5458.0;318.0;1.0;1.0
114;95;1460.0;1654.0;2.0;2.0
115;96;2611.0;3140.0;1.0;1.0
116;96;3511.0;2054.0;2.0;2.0
117;97;4343.0;1455.0;2.0;2.0
118;99;5280.0;968.0;1.0;1.0
