ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;578;804;0;1
1;411;928;0;2
2;411;928;0;3
3;411;928;0;4
4;804;2099;0;5
5;444;1702;0;6
6;444;1702;0;7
7;444;1702;0;8
8;444;1702;0;9
9;444;1702;0;10
10;444;1702;0;11
11;458;608;0;12
12;582;2041;0;13
13;443;2261;1;1
14;443;449;1;2
15;443;449;1;3
16;443;2295;1;4
17;443;2295;1;5
18;298;1414;1;6
19;298;1414;1;7
20;390;1794;1;8
21;390;1794;1;9
22;548;854;1;10
23;303;1414;1;11
24;303;1414;1;12
25;828;788;1;13
26;443;2261;2;1
27;443;2261;2;2
28;443;449;2;3
29;443;449;2;4
30;443;2261;2;5
31;443;2261;2;6
32;443;449;2;7
33;443;449;2;8
34;443;2261;2;9
35;443;2261;2;10
36;443;449;2;11
37;443;449;2;12
38;443;2261;2;13
39;269;597;3;1
40;401;2080;3;2
41;401;2080;3;3
42;401;2080;3;4
43;367;1196;3;5
44;751;2080;3;6
45;396;1303;3;7
46;396;1303;3;8
47;443;449;3;9
48;443;449;3;10
49;944;1993;4;1
50;1174;1813;4;2
51;1174;1813;4;3
52;558;1793;4;4
53;559;1793;4;5
54;722;716;4;6
55;1352;295;4;7
56;1352;295;4;8
57;852;490;4;9
58;706;852;4;10
59;706;874;4;11
60;285;1959;4;12
61;285;1959;4;13
62;944;958;5;1
63;944;958;5;2
64;944;958;5;3
65;944;958;5;4
66;944;958;5;5
67;944;958;5;6
68;1444;1993;5;7
69;1444;1993;5;8
70;944;1993;5;9
71;944;1993;5;10
72;944;1993;5;11
