DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;5928.0;95.0;12.0;5.0
1;0;4251.0;2318.0;1.0;1.0
2;0;2229.0;2052.0;1.0;2.0
3;0;5932.0;94.0;11.0;6.0
4;1;329.0;521.0;1.0;1.0
5;1;3890.0;1485.0;2.0;1.0
6;1;5812.0;275.0;1.0;1.0
7;1;178.0;1587.0;1.0;3.0
8;1;4194.0;2991.0;3.0;6.0
9;1;4327.0;353.0;1.0;1.0
10;2;3000.0;1772.0;2.0;1.0
11;2;149.0;1972.0;1.0;1.0
12;2;5903.0;1018.0;1.0;1.0
13;2;951.0;1238.0;2.0;2.0
14;2;2973.0;1554.0;1.0;3.0
15;2;3060.0;2826.0;4.0;4.0
16;2;3083.0;3039.0;2.0;1.0
17;3;172.0;1849.0;1.0;1.0
18;3;2959.0;1043.0;1.0;1.0
19;3;5115.0;165.0;1.0;1.0
20;3;683.0;1633.0;1.0;1.0
21;3;4521.0;1359.0;1.0;2.0
22;5;1015.0;411.0;1.0;1.0
23;5;1193.0;480.0;1.0;1.0
24;5;638.0;502.0;2.0;3.0
25;5;1868.0;2917.0;2.0;4.0
26;6;1660.0;993.0;1.0;1.0
27;6;3531.0;1650.0;2.0;1.0
28;6;295.0;2516.0;1.0;1.0
29;6;410.0;2417.0;1.0;1.0
30;6;1169.0;2439.0;9.0;7.0
31;6;3171.0;2087.0;2.0;2.0
32;7;5762.0;2357.0;1.0;1.0
33;7;1502.0;1555.0;1.0;2.0
34;7;4239.0;2948.0;1.0;2.0
35;8;2858.0;2531.0;2.0;1.0
36;8;2716.0;983.0;1.0;1.0
37;8;3085.0;2025.0;1.0;1.0
38;8;3858.0;2134.0;1.0;1.0
39;8;2207.0;31.0;1.0;1.0
40;8;279.0;2543.0;2.0;4.0
41;8;4402.0;1894.0;2.0;4.0
42;8;4496.0;694.0;2.0;3.0
43;9;905.0;885.0;1.0;1.0
44;9;5275.0;2071.0;1.0;1.0
45;9;678.0;84.0;1.0;1.0
46;9;2329.0;2576.0;4.0;5.0
47;9;4277.0;2506.0;3.0;4.0
48;9;4489.0;400.0;2.0;1.0
49;10;1320.0;776.0;1.0;3.0
50;10;3769.0;2850.0;3.0;6.0
51;10;5655.0;421.0;3.0;3.0
52;11;35.0;567.0;1.0;1.0
53;12;5777.0;491.0;1.0;1.0
54;12;2859.0;738.0;1.0;2.0
55;12;5267.0;889.0;2.0;2.0
56;13;1402.0;2229.0;1.0;1.0
57;13;1745.0;2233.0;1.0;1.0
58;13;1539.0;505.0;2.0;1.0
59;13;327.0;2813.0;2.0;2.0
60;14;1991.0;55.0;2.0;1.0
61;14;591.0;673.0;1.0;1.0
62;14;5061.0;111.0;1.0;1.0
63;14;591.0;662.0;1.0;1.0
64;14;4110.0;1989.0;1.0;1.0
65;14;598.0;654.0;2.0;4.0
66;15;5435.0;830.0;1.0;1.0
67;15;2512.0;1416.0;1.0;1.0
68;15;5413.0;529.0;1.0;1.0
69;15;4315.0;593.0;1.0;1.0
70;15;3696.0;2680.0;2.0;3.0
71;16;2622.0;2122.0;2.0;3.0
72;17;1365.0;183.0;1.0;1.0
73;17;4466.0;1666.0;5.0;2.0
74;17;4463.0;1653.0;17.0;6.0
75;19;88.0;2344.0;1.0;1.0
76;19;67.0;1189.0;1.0;1.0
77;19;304.0;2060.0;1.0;1.0
78;19;1619.0;2355.0;11.0;6.0
79;19;2527.0;2635.0;7.0;6.0
80;19;4360.0;2707.0;4.0;4.0
81;20;4738.0;1037.0;1.0;1.0
82;20;1803.0;378.0;1.0;1.0
83;20;2632.0;316.0;9.0;5.0
84;21;1768.0;3103.0;12.0;6.0
85;21;3801.0;2900.0;2.0;3.0
86;21;5694.0;924.0;2.0;2.0
87;22;1347.0;711.0;1.0;2.0
88;22;4180.0;135.0;2.0;4.0
89;23;927.0;2921.0;2.0;4.0
90;23;1761.0;194.0;1.0;2.0
91;23;1731.0;2764.0;4.0;4.0
92;23;4995.0;2496.0;1.0;3.0
93;24;402.0;2084.0;12.0;5.0
94;26;3618.0;82.0;9.0;6.0
95;26;4975.0;3125.0;8.0;3.0
96;28;3048.0;66.0;2.0;4.0
97;30;5079.0;3025.0;5.0;5.0
98;31;4340.0;3037.0;2.0;2.0
99;31;5145.0;2752.0;1.0;2.0
100;31;5849.0;3001.0;1.0;3.0
101;32;361.0;1892.0;2.0;4.0
102;32;2333.0;908.0;3.0;2.0
103;32;3774.0;2515.0;3.0;4.0
104;32;4527.0;2987.0;1.0;3.0
105;32;4666.0;2282.0;7.0;5.0
106;33;2854.0;188.0;8.0;7.0
107;33;3017.0;2974.0;4.0;4.0
108;33;3822.0;2767.0;2.0;3.0
109;33;4074.0;1712.0;6.0;4.0
110;35;5436.0;2942.0;5.0;4.0
111;36;2600.0;2624.0;1.0;2.0
112;36;4152.0;3134.0;9.0;5.0
113;36;4575.0;144.0;3.0;3.0
114;36;5495.0;2981.0;2.0;3.0
115;38;3829.0;1819.0;5.0;5.0
116;39;158.0;2660.0;1.0;3.0
117;39;251.0;2611.0;10.0;4.0
118;39;2440.0;547.0;1.0;2.0
119;39;5006.0;2326.0;4.0;4.0
120;39;5313.0;2408.0;1.0;3.0
121;40;788.0;261.0;1.0;2.0
122;41;2747.0;2391.0;2.0;3.0
123;41;4768.0;1145.0;1.0;2.0
124;42;849.0;1017.0;2.0;2.0
125;42;914.0;2129.0;3.0;4.0
126;42;1273.0;2981.0;3.0;2.0
127;42;5429.0;2802.0;1.0;2.0
128;43;229.0;2939.0;3.0;5.0
129;43;2614.0;151.0;1.0;2.0
130;43;4597.0;533.0;7.0;4.0
131;44;41.0;543.0;2.0;2.0
132;44;1605.0;177.0;1.0;2.0
133;44;1783.0;2598.0;2.0;4.0
134;44;3705.0;2825.0;2.0;2.0
135;45;3573.0;2697.0;2.0;3.0
136;46;286.0;2846.0;2.0;3.0
137;46;286.0;2847.0;2.0;3.0
138;46;4308.0;2455.0;2.0;3.0
139;47;1555.0;2039.0;3.0;5.0
140;47;3340.0;2856.0;2.0;4.0
141;47;4530.0;1958.0;3.0;5.0
142;47;4983.0;3008.0;3.0;3.0
143;48;667.0;2814.0;10.0;5.0
144;48;3001.0;1219.0;9.0;5.0
145;49;905.0;2232.0;1.0;3.0
146;50;467.0;2944.0;2.0;3.0
147;50;1177.0;1603.0;5.0;4.0
148;51;1398.0;1672.0;1.0;2.0
149;51;1553.0;1441.0;1.0;3.0
150;51;1523.0;2680.0;1.0;3.0
151;51;2295.0;2525.0;3.0;4.0
152;51;4038.0;2836.0;1.0;1.0
153;52;1354.0;1301.0;1.0;2.0
154;52;2835.0;889.0;2.0;2.0
155;52;5354.0;546.0;7.0;4.0
156;53;2635.0;2554.0;2.0;4.0
157;53;2806.0;893.0;4.0;3.0
158;53;2921.0;502.0;17.0;6.0
159;54;406.0;2456.0;2.0;3.0
160;54;5975.0;808.0;1.0;2.0
161;56;74.0;3006.0;1.0;2.0
162;56;448.0;933.0;2.0;3.0
163;56;2309.0;597.0;2.0;3.0
164;56;3679.0;2771.0;1.0;3.0
165;57;204.0;1531.0;4.0;5.0
166;57;2277.0;399.0;2.0;2.0
167;58;3922.0;1698.0;1.0;2.0
168;59;679.0;2338.0;4.0;4.0
169;59;1635.0;128.0;1.0;2.0
170;60;812.0;1744.0;2.0;3.0
171;60;4900.0;2429.0;1.0;3.0
172;61;872.0;3155.0;2.0;1.0
173;61;1848.0;2956.0;2.0;3.0
174;61;2068.0;2873.0;2.0;2.0
175;62;2160.0;3022.0;3.0;4.0
176;62;2903.0;3045.0;3.0;4.0
177;63;246.0;2342.0;6.0;6.0
178;63;1578.0;2830.0;1.0;2.0
179;64;2977.0;2196.0;7.0;7.0
180;64;5491.0;2974.0;2.0;3.0
181;65;999.0;111.0;5.0;5.0
182;65;1249.0;159.0;2.0;2.0
183;65;4403.0;115.0;2.0;2.0
184;66;598.0;922.0;7.0;6.0
185;66;923.0;344.0;2.0;3.0
186;66;2499.0;1987.0;2.0;2.0
187;66;2499.0;1990.0;2.0;4.0
188;66;3270.0;2478.0;1.0;3.0
189;66;3504.0;1687.0;3.0;5.0
190;66;3936.0;3070.0;4.0;3.0
191;66;5326.0;139.0;1.0;2.0
192;67;2689.0;146.0;1.0;2.0
193;67;4131.0;2800.0;1.0;3.0
194;68;152.0;367.0;1.0;2.0
195;68;2268.0;477.0;2.0;2.0
196;68;3181.0;1131.0;1.0;3.0
197;69;1216.0;553.0;1.0;2.0
198;69;5460.0;2958.0;2.0;3.0
199;69;5948.0;799.0;3.0;3.0
200;70;4056.0;365.0;6.0;2.0
201;70;4544.0;1943.0;1.0;2.0
202;70;5881.0;1720.0;2.0;3.0
203;71;1258.0;272.0;7.0;5.0
204;71;2830.0;140.0;1.0;2.0
205;72;3796.0;2190.0;6.0;7.0
206;73;1153.0;3003.0;3.0;3.0
207;75;1264.0;1973.0;3.0;5.0
208;75;1870.0;749.0;1.0;2.0
209;75;2298.0;558.0;1.0;2.0
210;75;3936.0;3057.0;2.0;3.0
211;75;4376.0;249.0;3.0;4.0
212;75;5575.0;2813.0;1.0;3.0
213;77;3521.0;2777.0;2.0;3.0
214;78;5084.0;3184.0;1.0;1.0
215;78;594.0;2824.0;2.0;3.0
216;78;4345.0;1735.0;4.0;5.0
217;79;4371.0;1963.0;3.0;1.0
218;79;4925.0;726.0;2.0;2.0
219;79;5658.0;2721.0;2.0;2.0
220;80;5782.0;539.0;1.0;1.0
221;80;142.0;1627.0;1.0;1.0
222;80;137.0;1607.0;2.0;3.0
223;80;1605.0;2511.0;2.0;1.0
224;80;4370.0;2382.0;2.0;2.0
225;80;4608.0;3026.0;1.0;1.0
226;81;4248.0;3100.0;1.0;1.0
227;81;5543.0;2328.0;3.0;1.0
228;81;2718.0;3067.0;1.0;2.0
229;82;93.0;2144.0;1.0;1.0
230;82;61.0;2232.0;1.0;3.0
231;82;93.0;2340.0;3.0;3.0
232;82;2023.0;423.0;1.0;1.0
233;82;383.0;178.0;1.0;3.0
234;82;504.0;2828.0;3.0;3.0
235;83;3216.0;3008.0;1.0;1.0
236;83;639.0;2461.0;1.0;3.0
237;83;1979.0;2902.0;2.0;3.0
238;83;3203.0;2993.0;1.0;3.0
239;83;4125.0;2887.0;2.0;3.0
240;83;5465.0;598.0;1.0;2.0
241;84;1602.0;2965.0;1.0;1.0
242;84;5140.0;1758.0;1.0;1.0
243;85;606.0;2009.0;1.0;3.0
244;87;485.0;1955.0;2.0;3.0
245;88;1391.0;2949.0;2.0;3.0
246;88;1943.0;2743.0;2.0;4.0
247;89;2428.0;2447.0;1.0;1.0
248;89;1592.0;1472.0;1.0;2.0
249;89;1644.0;1621.0;7.0;11.0
250;89;2210.0;1551.0;4.0;4.0
251;89;3430.0;1570.0;2.0;2.0
252;89;5027.0;3148.0;1.0;1.0
253;90;3419.0;2895.0;2.0;3.0
254;91;2718.0;2125.0;8.0;6.0
255;91;2710.0;2114.0;7.0;5.0
256;91;3724.0;379.0;2.0;4.0
257;91;4097.0;1880.0;3.0;3.0
258;91;5386.0;2184.0;1.0;2.0
259;92;959.0;744.0;1.0;1.0
260;92;4655.0;2068.0;2.0;4.0
261;94;180.0;924.0;1.0;1.0
262;95;1304.0;869.0;2.0;1.0
263;95;3338.0;2334.0;1.0;2.0
264;95;2165.0;2700.0;1.0;2.0
265;96;4294.0;716.0;1.0;1.0
266;96;2863.0;2829.0;4.0;4.0
267;97;5953.0;18.0;1.0;1.0
268;97;3482.0;1358.0;1.0;1.0
269;97;1427.0;117.0;1.0;1.0
270;97;5250.0;1773.0;2.0;3.0
271;98;255.0;754.0;1.0;3.0
272;99;1952.0;1072.0;3.0;5.0
273;99;912.0;787.0;2.0;1.0
274;99;764.0;1238.0;1.0;3.0
275;99;1749.0;3023.0;2.0;3.0
