ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;623;751;0;1
1;2015;825;0;2
2;734;734;0;3
3;1907;635;0;4
4;1790;1070;0;5
5;802;2010;0;6
6;1140;1435;0;7
7;319;764;0;8
8;1723;764;0;9
9;376;751;0;10
10;376;751;0;11
11;873;1937;0;12
12;937;567;0;13
13;585;1304;0;14
14;880;537;0;15
15;650;596;0;16
16;1166;246;0;17
17;508;1756;0;18
18;600;1228;1;1
19;600;1228;1;2
20;600;1228;1;3
21;600;1228;1;4
22;600;1228;1;5
23;681;2153;1;6
24;831;1141;1;7
25;621;611;1;8
26;203;1444;1;9
27;946;1444;1;10
28;240;1497;1;11
29;461;461;1;12
30;461;461;1;13
31;823;461;1;14
32;823;461;1;15
33;387;1797;1;16
34;387;1797;1;17
35;751;1797;1;18
36;751;1797;1;19
37;2464;954;1;20
38;682;1884;2;1
39;682;1884;2;2
40;538;1072;2;3
41;538;1072;2;4
42;543;1372;2;5
43;543;1372;2;6
44;543;1372;2;7
45;543;1372;2;8
46;543;1372;2;9
47;543;1372;2;10
48;543;1372;2;11
49;543;1372;2;12
50;571;916;2;13
51;892;973;2;14
52;388;375;2;15
53;388;375;2;16
54;388;375;2;17
55;600;988;2;18
56;600;988;2;19
57;600;1228;2;20
58;1764;384;3;1
59;321;541;3;2
60;721;1016;3;3
61;821;1116;3;4
62;821;1116;3;5
63;772;861;3;6
64;740;1640;3;7
65;740;1640;3;8
66;740;1640;3;9
67;531;501;3;10
68;531;501;3;11
69;641;661;3;12
70;721;656;3;13
71;671;861;3;14
72;687;996;3;15
73;687;996;3;16
74;701;1026;3;17
75;527;1056;3;18
76;527;1056;3;19
77;701;1106;3;20
78;281;351;4;1
79;351;391;4;2
80;321;551;4;3
81;321;551;4;4
82;721;666;4;5
83;721;666;4;6
84;731;796;4;7
85;532;916;4;8
86;532;916;4;9
87;682;916;4;10
88;682;916;4;11
89;731;1246;4;12
90;811;1246;4;13
91;691;1266;4;14
92;691;1276;4;15
93;691;1276;4;16
94;702;1629;4;17
95;702;1629;4;18
96;773;1634;4;19
97;774;339;4;20
98;767;1979;5;1
99;767;1979;5;2
100;767;1979;5;3
101;767;1979;5;4
102;922;2144;5;5
103;922;2144;5;6
104;508;866;5;7
105;508;866;5;8
106;508;866;5;9
107;508;866;5;10
108;1440;1401;5;11
109;1440;1401;5;12
110;1065;1916;5;13
111;1065;1916;5;14
112;787;2043;5;15
113;787;2043;5;16
114;940;1270;5;17
115;940;1270;5;18
116;940;1270;5;19
117;1781;681;5;20
118;1115;1961;6;1
119;1021;2116;6;2
120;1021;2116;6;3
121;1021;2116;6;4
122;742;919;6;5
123;742;919;6;6
124;742;919;6;7
125;742;919;6;8
126;742;919;6;9
127;742;919;6;10
128;1039;1929;6;11
129;1039;1929;6;12
130;1039;1929;6;13
131;1039;1929;6;14
132;964;1800;6;15
133;964;1800;6;16
134;897;1894;6;17
135;897;1894;6;18
136;831;1952;6;19
137;831;1952;6;20
138;742;919;6;21
139;850;810;7;1
140;851;810;7;2
141;851;810;7;3
142;851;810;7;4
143;851;810;7;5
144;851;810;7;6
145;851;810;7;7
146;395;1205;7;8
147;395;1205;7;9
148;395;1205;7;10
149;395;1205;7;11
150;726;1322;7;12
151;726;1322;7;13
152;726;1322;7;14
153;726;1322;7;15
154;711;1952;7;16
155;711;1952;7;17
156;898;806;7;18
157;898;806;7;19
158;1115;1961;7;20
159;698;1959;8;1
160;1398;1959;8;2
161;1398;1959;8;3
162;1398;1959;8;4
163;1398;1959;8;5
164;515;836;8;6
165;515;836;8;7
166;1115;1936;8;8
167;1115;1936;8;9
168;1115;1936;8;10
169;1115;1936;8;11
170;1115;1936;8;12
171;1115;1936;8;13
172;675;810;8;14
173;675;810;8;15
174;675;810;8;16
175;675;810;8;17
176;850;810;8;18
177;850;810;8;19
178;850;810;8;20
179;1513;1246;9;1
180;1513;1246;9;2
181;1177;2041;9;3
182;1177;2041;9;4
183;1177;2041;9;5
184;1177;2041;9;6
185;1230;2041;9;7
186;1230;2041;9;8
187;484;1358;9;9
188;484;1358;9;10
189;484;1358;9;11
190;484;1358;9;12
191;698;1959;9;13
192;1010;2085;10;1
193;1282;2025;10;2
194;1282;2025;10;3
195;1282;2025;10;4
196;1326;2025;10;5
197;1326;2025;10;6
198;1326;2025;10;7
199;1326;2025;10;8
200;1267;1457;10;9
201;1267;1457;10;10
202;851;1025;11;1
203;851;1025;11;2
