ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;648;430;0;1
1;658;431;0;2
2;388;1340;0;3
3;388;1340;0;4
4;388;1340;0;5
5;388;1340;0;6
6;500;1168;0;7
7;500;1168;0;8
8;878;382;0;9
9;878;382;0;10
10;288;844;1;1
11;288;844;1;2
12;258;814;1;3
13;258;814;1;4
14;458;604;1;5
15;518;894;1;6
16;563;1648;1;7
17;563;1648;1;8
18;563;1648;1;9
19;658;431;1;10
20;352;1039;2;1
21;352;1039;2;2
22;798;1140;2;3
23;798;1140;2;4
24;309;1140;2;5
25;766;1140;2;6
26;309;1140;2;7
27;766;1140;2;8
28;303;1054;2;9
29;303;1054;2;10
30;364;1314;3;1
31;364;1314;3;2
32;434;280;3;3
33;434;280;3;4
34;431;280;3;5
35;431;280;3;6
36;431;275;3;7
37;431;275;3;8
38;431;255;3;9
39;431;255;3;10
40;369;1329;4;1
41;369;1329;4;2
42;369;1329;4;3
43;369;1329;4;4
44;367;1329;4;5
45;367;1329;4;6
46;369;1314;4;7
47;369;1314;4;8
48;369;1314;4;9
49;369;1314;4;10
50;372;1329;5;1
51;372;1329;5;2
52;369;1329;5;3
53;369;1329;5;4
54;440;2187;6;1
55;787;2187;6;2
56;1170;431;7;1
57;780;1375;7;2
58;1029;1410;7;3
59;870;2089;7;4
60;975;975;7;5
61;716;1012;7;6
62;648;1039;7;7
63;311;897;7;8
64;716;897;7;9
65;646;962;7;10
66;634;1444;8;1
67;573;2089;8;2
68;573;2089;8;3
69;1895;448;8;4
70;1185;448;8;5
71;871;931;8;6
72;1399;568;8;7
73;970;431;8;8
74;1170;431;8;9
75;1170;431;8;10
76;341;934;9;1
77;341;934;9;2
78;398;944;9;3
79;398;944;9;4
80;341;1144;9;5
81;341;1144;9;6
82;343;1595;9;7
83;343;1595;9;8
84;755;1812;9;9
85;1399;568;9;10
86;765;1574;10;1
87;341;934;10;2
88;341;934;10;3
89;690;1268;11;1
90;486;1275;11;2
91;486;1275;11;3
92;566;1937;11;4
93;566;1937;11;5
94;613;2205;11;6
95;545;826;11;7
96;545;872;11;8
