ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;616;1164;0;1
1;779;1323;0;2
2;570;1592;0;3
3;473;873;0;4
4;473;873;0;5
5;473;873;0;6
6;473;873;0;7
7;473;873;0;8
8;615;785;0;9
9;415;535;0;10
10;358;780;0;11
11;358;780;0;12
12;473;873;0;13
13;473;873;0;14
14;473;873;0;15
15;1058;347;0;16
16;445;1135;0;17
17;427;1596;0;18
18;427;1596;0;19
19;443;1785;0;20
20;420;1926;0;21
21;420;1926;0;22
22;420;1931;0;23
23;427;1596;0;24
24;427;1596;0;25
25;443;1785;0;26
26;420;1931;0;27
27;569;1931;0;28
28;569;1931;0;29
29;569;1926;0;30
30;443;1100;1;1
31;518;564;1;2
32;518;564;1;3
33;518;564;1;4
34;518;564;1;5
35;520;564;1;6
36;618;564;1;7
37;618;564;1;8
38;383;1245;1;9
39;383;1245;1;10
40;618;964;1;11
41;784;1373;1;12
42;520;564;1;13
43;391;1265;1;14
44;391;1265;1;15
45;393;1280;1;16
46;393;1280;1;17
47;403;1265;1;18
48;403;1265;1;19
49;396;1290;1;20
50;396;1290;1;21
51;403;1265;1;22
52;403;1265;1;23
53;570;1592;1;24
54;570;1592;1;25
55;570;1592;1;26
56;618;964;1;27
57;618;1064;1;28
58;618;1064;1;29
59;616;1164;1;30
60;616;1137;2;1
61;616;1137;2;2
62;417;1688;2;3
63;417;1688;2;4
64;455;1656;2;5
65;455;1656;2;6
66;638;840;2;7
67;463;1155;2;8
68;463;1155;2;9
69;463;1155;2;10
70;463;1155;2;11
71;627;948;2;12
72;553;1135;2;13
73;1065;295;2;14
74;455;1656;2;15
75;494;1593;2;16
76;673;1475;2;17
77;673;1475;2;18
78;418;2031;2;19
79;418;2031;2;20
80;610;1738;2;21
81;592;1894;2;22
82;610;1738;2;23
83;624;1616;2;24
84;610;1738;2;25
85;610;1738;2;26
86;1270;929;2;27
87;443;1100;2;28
88;443;1100;2;29
89;443;1100;2;30
90;519;1593;3;1
91;519;1593;3;2
92;365;933;3;3
93;365;933;3;4
94;365;933;3;5
95;365;933;3;6
96;814;432;3;7
97;477;764;3;8
98;477;764;3;9
99;415;540;3;10
100;614;382;3;11
101;315;936;3;12
102;315;936;3;13
103;425;745;3;14
104;320;980;3;15
105;329;980;3;16
106;554;853;3;17
