ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;456;1749;0;1
1;456;1749;0;2
2;456;1749;0;3
3;714;1504;0;4
4;456;1028;0;5
5;456;1028;0;6
6;1156;910;0;7
7;703;770;0;8
8;408;439;0;9
9;408;439;0;10
10;1197;1052;1;1
11;1197;1052;1;2
12;1197;1052;1;3
13;756;989;1;4
14;756;989;1;5
15;470;1896;1;6
16;470;1896;1;7
17;748;1229;1;8
18;894;412;1;9
19;456;1749;1;10
20;1197;1052;2;1
21;475;1913;3;1
22;766;1913;3;2
23;766;1913;3;3
24;470;1179;3;4
25;778;813;3;5
26;832;914;3;6
27;635;1847;3;7
28;635;1847;3;8
29;636;1847;3;9
30;636;1847;3;10
31;470;1179;4;1
32;475;1913;4;2
33;1098;295;5;1
34;461;915;5;2
35;456;1964;5;3
36;456;1964;5;4
37;822;307;5;5
38;672;297;5;6
39;604;887;5;7
40;744;1110;5;8
41;591;580;5;9
42;210;580;5;10
43;463;1718;6;1
44;443;1710;6;2
45;443;1710;6;3
46;594;580;6;4
47;594;580;6;5
48;461;1258;6;6
49;461;1258;6;7
50;461;1258;6;8
51;461;1258;6;9
52;461;915;6;10
53;638;274;7;1
54;463;1169;7;2
55;463;1169;7;3
56;463;1172;7;4
57;463;1172;7;5
58;463;1171;7;6
59;463;1171;7;7
60;463;1717;7;8
61;463;1717;7;9
62;463;1718;7;10
63;805;1443;8;1
64;292;1443;8;2
65;1404;274;8;3
66;1404;274;8;4
67;638;274;8;5
68;638;274;8;6
69;638;274;8;7
70;452;2423;9;1
71;722;1053;9;2
72;1322;553;9;3
73;522;853;9;4
74;652;2083;9;5
75;652;2083;9;6
76;828;903;9;7
77;322;753;9;8
78;522;653;9;9
79;952;890;9;10
80;261;664;10;1
81;261;664;10;2
82;261;664;10;3
83;266;595;10;4
84;443;473;10;5
85;443;473;10;6
86;364;494;10;7
87;668;796;10;8
88;448;584;11;1
89;736;789;11;2
90;736;789;11;3
91;828;869;11;4
92;758;369;11;5
93;582;842;11;6
94;626;360;11;7
95;876;1439;11;8
96;618;346;11;9
97;646;1797;11;10
98;248;574;12;1
99;248;574;12;2
100;448;584;12;3
101;448;584;12;4
102;716;438;13;1
103;605;402;13;2
104;645;926;13;3
105;645;926;13;4
106;645;926;13;5
107;729;1064;13;6
108;645;926;13;7
109;545;926;13;8
110;625;872;13;9
111;645;920;13;10
112;491;1315;14;1
113;491;1315;14;2
114;473;1841;14;3
115;473;1841;14;4
116;755;1737;14;5
117;565;1697;14;6
118;825;1842;14;7
119;1093;290;14;8
120;686;196;14;9
121;736;1292;14;10
122;716;946;15;1
123;601;446;15;2
