DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;1829.0;152.0;2.0;4.0
1;1;2924.0;2959.0;2.0;2.0
2;2;1172.0;1756.0;4.0;4.0
3;2;1233.0;412.0;3.0;3.0
4;2;3071.0;701.0;1.0;3.0
5;2;4318.0;1669.0;2.0;3.0
6;3;327.0;2855.0;1.0;2.0
7;3;4054.0;3148.0;2.0;2.0
8;4;5451.0;2810.0;2.0;2.0
9;5;2370.0;1681.0;5.0;4.0
10;5;3233.0;2846.0;1.0;3.0
11;6;3550.0;102.0;1.0;2.0
12;6;4465.0;1728.0;3.0;2.0
13;8;4396.0;2535.0;3.0;3.0
14;8;4723.0;2582.0;1.0;2.0
15;9;3499.0;638.0;6.0;4.0
16;10;1756.0;1969.0;3.0;4.0
17;10;1756.0;1969.0;3.0;4.0
18;10;3944.0;898.0;2.0;4.0
19;10;4288.0;779.0;2.0;2.0
20;10;4327.0;2412.0;2.0;2.0
21;11;111.0;1873.0;1.0;2.0
22;11;2317.0;2770.0;4.0;3.0
23;11;3854.0;1205.0;8.0;1.0
24;11;4583.0;73.0;1.0;2.0
25;12;4890.0;338.0;1.0;2.0
26;13;3079.0;2915.0;1.0;2.0
27;13;3996.0;360.0;1.0;2.0
28;13;4786.0;2441.0;1.0;2.0
29;14;46.0;2824.0;1.0;3.0
30;14;5819.0;1412.0;1.0;2.0
31;15;2732.0;2056.0;1.0;3.0
32;15;3085.0;3121.0;3.0;5.0
33;15;3354.0;2876.0;2.0;3.0
34;15;3341.0;3139.0;1.0;2.0
35;15;4040.0;2814.0;2.0;4.0
36;16;552.0;2912.0;2.0;4.0
37;16;4501.0;2422.0;1.0;2.0
38;16;4582.0;834.0;1.0;2.0
39;16;5130.0;1721.0;1.0;2.0
40;16;5222.0;1526.0;2.0;5.0
41;17;1996.0;2772.0;1.0;2.0
42;17;2963.0;2254.0;2.0;3.0
43;18;4928.0;2975.0;2.0;3.0
44;19;229.0;2348.0;1.0;2.0
45;20;659.0;1949.0;2.0;4.0
46;20;2654.0;2861.0;4.0;3.0
47;20;2721.0;348.0;2.0;4.0
48;21;923.0;2476.0;3.0;5.0
49;21;1910.0;638.0;1.0;2.0
50;21;4623.0;607.0;2.0;3.0
51;22;2865.0;2366.0;4.0;1.0
52;22;5757.0;488.0;1.0;3.0
53;23;481.0;2447.0;1.0;4.0
54;23;2616.0;380.0;5.0;5.0
55;23;3467.0;2394.0;3.0;3.0
56;23;4178.0;2425.0;1.0;4.0
57;24;2200.0;2186.0;15.0;6.0
58;25;5969.0;2500.0;1.0;3.0
59;26;2903.0;1149.0;3.0;5.0
60;26;3999.0;497.0;1.0;3.0
61;26;4755.0;1935.0;5.0;4.0
62;26;4779.0;3038.0;2.0;3.0
63;26;5551.0;2408.0;2.0;2.0
64;28;3481.0;3075.0;1.0;1.0
65;28;1668.0;500.0;1.0;1.0
66;28;2537.0;523.0;1.0;1.0
67;28;3473.0;3101.0;1.0;1.0
68;28;108.0;140.0;2.0;3.0
69;28;3765.0;2656.0;1.0;2.0
70;28;4101.0;410.0;1.0;2.0
71;28;4311.0;3045.0;7.0;5.0
72;30;1251.0;1878.0;1.0;1.0
73;30;3143.0;909.0;1.0;1.0
74;30;5282.0;1324.0;1.0;1.0
75;30;171.0;579.0;1.0;1.0
76;30;4751.0;3060.0;1.0;1.0
77;30;1357.0;1489.0;1.0;1.0
78;30;5055.0;360.0;3.0;1.0
79;30;5914.0;2670.0;1.0;3.0
80;32;4674.0;2388.0;1.0;1.0
81;32;1746.0;3012.0;1.0;1.0
82;32;2395.0;1566.0;1.0;1.0
83;32;2427.0;1561.0;1.0;1.0
84;32;3770.0;2544.0;1.0;1.0
85;32;998.0;872.0;2.0;2.0
86;32;3373.0;2864.0;3.0;3.0
87;34;277.0;140.0;1.0;1.0
88;34;4512.0;2009.0;1.0;1.0
89;34;1927.0;73.0;1.0;1.0
90;34;5698.0;43.0;1.0;1.0
91;34;3090.0;2424.0;4.0;4.0
92;36;3890.0;1056.0;2.0;1.0
93;36;3470.0;644.0;1.0;1.0
94;36;2095.0;2667.0;1.0;1.0
95;37;2944.0;336.0;1.0;1.0
96;37;2084.0;1703.0;1.0;1.0
97;37;4358.0;2601.0;1.0;1.0
98;37;419.0;719.0;1.0;1.0
99;37;3091.0;2690.0;1.0;1.0
100;37;5515.0;2862.0;1.0;1.0
101;37;1922.0;2677.0;1.0;1.0
