DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;1;891.0;2833.0;2.0;3.0
1;2;645.0;1371.0;1.0;1.0
2;2;48.0;285.0;1.0;1.0
3;4;221.0;321.0;1.0;1.0
4;4;2317.0;1107.0;1.0;1.0
5;4;5184.0;2996.0;7.0;3.0
6;5;113.0;664.0;2.0;1.0
7;5;5598.0;254.0;1.0;1.0
8;6;5835.0;2979.0;1.0;1.0
9;6;3486.0;76.0;1.0;1.0
10;6;2148.0;162.0;1.0;1.0
11;7;135.0;1608.0;1.0;1.0
12;8;951.0;2664.0;1.0;1.0
13;8;595.0;2636.0;1.0;1.0
14;9;71.0;516.0;1.0;1.0
15;10;4129.0;2644.0;1.0;1.0
16;10;325.0;3105.0;1.0;1.0
17;11;1612.0;209.0;1.0;1.0
18;11;161.0;2530.0;1.0;1.0
19;11;5506.0;30.0;1.0;1.0
20;12;3670.0;298.0;4.0;1.0
21;12;5536.0;298.0;11.0;1.0
22;12;3294.0;2276.0;1.0;1.0
23;12;4148.0;298.0;8.0;1.0
24;12;1497.0;298.0;4.0;1.0
25;13;1122.0;1067.0;1.0;1.0
26;13;5143.0;2313.0;2.0;2.0
27;13;1760.0;247.0;1.0;1.0
28;14;696.0;809.0;1.0;1.0
29;14;3224.0;2007.0;1.0;1.0
30;16;3193.0;1395.0;1.0;1.0
31;16;2073.0;337.0;14.0;1.0
32;16;5769.0;493.0;1.0;1.0
33;16;2376.0;177.0;1.0;1.0
34;16;599.0;1422.0;1.0;1.0
35;16;195.0;2406.0;1.0;1.0
36;17;4876.0;1314.0;1.0;1.0
37;18;80.0;1062.0;1.0;1.0
38;19;193.0;655.0;1.0;1.0
39;19;221.0;2363.0;1.0;1.0
40;19;193.0;664.0;1.0;1.0
41;20;90.0;1102.0;1.0;1.0
42;20;58.0;1153.0;1.0;1.0
43;21;3308.0;1784.0;3.0;2.0
44;21;4683.0;385.0;1.0;1.0
45;22;441.0;147.0;1.0;1.0
46;22;399.0;131.0;1.0;1.0
47;22;2844.0;1433.0;1.0;1.0
48;22;2569.0;2194.0;1.0;1.0
49;22;5338.0;2059.0;1.0;1.0
50;24;4758.0;165.0;9.0;8.0
51;24;340.0;258.0;1.0;1.0
52;25;1745.0;75.0;1.0;1.0
53;25;218.0;570.0;1.0;1.0
54;26;5730.0;2994.0;2.0;2.0
55;27;4163.0;2377.0;1.0;3.0
56;29;1983.0;1530.0;1.0;2.0
57;31;3100.0;1803.0;1.0;1.0
58;31;2872.0;1316.0;2.0;1.0
59;31;2528.0;2943.0;4.0;5.0
60;31;3564.0;178.0;2.0;2.0
61;31;5994.0;2725.0;3.0;2.0
62;32;556.0;1303.0;7.0;5.0
63;32;1753.0;2692.0;2.0;4.0
64;32;5113.0;85.0;1.0;2.0
65;33;1230.0;2904.0;3.0;3.0
66;34;3854.0;56.0;1.0;2.0
67;34;4538.0;234.0;4.0;4.0
68;34;4537.0;234.0;2.0;3.0
69;35;3201.0;988.0;1.0;2.0
70;36;732.0;273.0;7.0;5.0
71;36;2340.0;1598.0;1.0;2.0
72;36;4550.0;2129.0;1.0;1.0
73;37;2544.0;3000.0;1.0;2.0
74;38;175.0;2496.0;1.0;2.0
75;38;426.0;352.0;3.0;3.0
76;38;540.0;364.0;2.0;2.0
77;40;1512.0;2031.0;3.0;5.0
78;40;2764.0;73.0;2.0;2.0
79;40;4208.0;2382.0;3.0;3.0
80;41;114.0;304.0;1.0;3.0
81;41;828.0;1344.0;1.0;2.0
82;41;1586.0;81.0;2.0;3.0
83;41;4961.0;2518.0;1.0;2.0
84;43;1921.0;70.0;16.0;8.0
85;44;5071.0;2391.0;3.0;4.0
86;45;4379.0;3202.0;5.0;1.0
87;45;5209.0;1707.0;1.0;2.0
88;46;2607.0;267.0;2.0;2.0
89;47;615.0;1525.0;10.0;6.0
90;47;1203.0;654.0;3.0;4.0
91;47;3428.0;2294.0;1.0;2.0
92;48;2211.0;1392.0;3.0;4.0
93;48;3126.0;2009.0;4.0;5.0
94;48;4641.0;1884.0;1.0;1.0
95;49;2708.0;1692.0;2.0;4.0
96;50;4186.0;1084.0;1.0;3.0
97;50;5170.0;1608.0;6.0;5.0
98;51;4603.0;791.0;6.0;2.0
99;52;440.0;2781.0;2.0;3.0
100;52;733.0;2899.0;3.0;4.0
101;52;5324.0;2120.0;3.0;5.0
102;52;5380.0;2995.0;6.0;6.0
103;53;232.0;3138.0;3.0;5.0
104;53;2252.0;462.0;2.0;3.0
105;53;2294.0;3005.0;3.0;5.0
106;53;5568.0;467.0;2.0;3.0
107;54;2434.0;2262.0;3.0;4.0
108;54;3594.0;1905.0;2.0;5.0
109;55;1388.0;37.0;3.0;4.0
110;55;2887.0;2453.0;2.0;4.0
111;56;1287.0;2.0;4.0;3.0
112;56;3134.0;3160.0;5.0;4.0
113;58;5718.0;1878.0;1.0;1.0
114;58;1393.0;99.0;1.0;1.0
115;58;859.0;1696.0;1.0;1.0
116;58;400.0;470.0;5.0;4.0
117;58;5194.0;2795.0;1.0;1.0
118;58;5717.0;985.0;2.0;2.0
119;58;372.0;2843.0;1.0;1.0
120;60;5560.0;790.0;3.0;2.0
121;60;3817.0;3079.0;1.0;1.0
122;60;3971.0;2398.0;2.0;3.0
123;60;5802.0;2876.0;1.0;1.0
124;62;2859.0;3029.0;1.0;1.0
125;62;5907.0;2108.0;1.0;1.0
126;62;286.0;2621.0;1.0;1.0
127;62;1265.0;176.0;1.0;2.0
128;62;1760.0;2431.0;2.0;3.0
129;62;4438.0;277.0;9.0;5.0
130;63;203.0;3187.0;1.0;3.0
131;64;674.0;1547.0;1.0;1.0
132;64;3838.0;942.0;2.0;1.0
133;64;1535.0;784.0;3.0;4.0
134;64;1716.0;464.0;3.0;4.0
135;66;764.0;2825.0;1.0;1.0
136;66;1441.0;3040.0;12.0;5.0
137;67;4725.0;1831.0;1.0;1.0
138;67;2639.0;3000.0;1.0;1.0
139;67;1011.0;108.0;3.0;4.0
140;68;5269.0;2301.0;1.0;1.0
141;68;4871.0;2649.0;1.0;1.0
142;68;4875.0;2636.0;2.0;3.0
143;68;5293.0;2387.0;10.0;6.0
144;69;1411.0;174.0;7.0;2.0
145;69;3007.0;3188.0;3.0;3.0
146;69;4373.0;324.0;3.0;3.0
147;70;105.0;3015.0;5.0;4.0
148;70;2514.0;3171.0;2.0;2.0
149;71;3406.0;3102.0;1.0;1.0
150;71;3409.0;3090.0;2.0;2.0
151;72;1159.0;3169.0;2.0;1.0
152;72;5092.0;3191.0;3.0;3.0
153;73;4287.0;1531.0;1.0;1.0
154;73;5618.0;195.0;3.0;3.0
155;73;4025.0;3138.0;2.0;2.0
156;74;3255.0;2754.0;1.0;1.0
157;74;2267.0;46.0;1.0;1.0
158;74;1631.0;1929.0;1.0;1.0
159;74;4136.0;428.0;6.0;4.0
160;74;4750.0;1012.0;1.0;2.0
161;75;3557.0;3116.0;4.0;5.0
162;75;3839.0;2123.0;1.0;3.0
163;75;5372.0;2923.0;8.0;4.0
164;75;5570.0;39.0;2.0;2.0
165;76;2756.0;18.0;3.0;4.0
166;76;3638.0;1066.0;7.0;5.0
167;76;3947.0;273.0;6.0;5.0
168;76;4025.0;2201.0;5.0;5.0
169;76;5825.0;144.0;1.0;2.0
170;77;737.0;2331.0;3.0;5.0
171;77;3206.0;71.0;1.0;2.0
172;77;4743.0;82.0;3.0;4.0
173;77;4893.0;1974.0;2.0;4.0
174;77;4983.0;420.0;3.0;4.0
175;78;5552.0;1233.0;3.0;4.0
176;78;5659.0;296.0;5.0;5.0
177;78;5825.0;1635.0;2.0;2.0
178;80;1485.0;1606.0;3.0;4.0
179;80;1723.0;765.0;11.0;5.0
180;80;1995.0;1036.0;8.0;3.0
181;80;2554.0;2265.0;6.0;5.0
182;80;3676.0;1006.0;2.0;3.0
183;82;2133.0;2332.0;1.0;1.0
184;82;4447.0;2655.0;1.0;1.0
185;82;3143.0;923.0;2.0;3.0
186;82;5270.0;1479.0;2.0;2.0
187;82;582.0;1434.0;1.0;1.0
188;82;5956.0;379.0;1.0;1.0
189;82;5901.0;1866.0;1.0;1.0
190;83;4164.0;859.0;1.0;1.0
191;83;2406.0;1174.0;3.0;5.0
192;83;2490.0;3008.0;2.0;2.0
193;85;3775.0;214.0;1.0;1.0
194;85;86.0;2113.0;2.0;1.0
195;87;4551.0;333.0;1.0;1.0
196;87;2158.0;1602.0;1.0;1.0
197;87;5868.0;2305.0;1.0;1.0
198;87;1287.0;3191.0;2.0;2.0
199;87;3109.0;1414.0;2.0;2.0
200;87;3745.0;650.0;2.0;2.0
201;87;3770.0;689.0;2.0;2.0
202;89;5047.0;1848.0;9.0;4.0
203;89;5598.0;183.0;2.0;3.0
204;90;1734.0;2861.0;10.0;5.0
205;91;3322.0;261.0;15.0;6.0
206;91;3322.0;261.0;16.0;6.0
207;92;3689.0;2361.0;14.0;6.0
208;94;4765.0;3038.0;3.0;1.0
209;96;3554.0;1929.0;14.0;6.0
210;97;82.0;1030.0;4.0;5.0
211;98;3080.0;488.0;4.0;5.0
212;98;5880.0;1000.0;6.0;4.0
213;99;3951.0;1802.0;7.0;6.0
214;99;4866.0;31.0;15.0;5.0
