ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;988;1519;0;1
1;1083;1519;0;2
2;1083;1877;0;3
3;1257;1877;0;4
4;1257;1877;0;5
5;1257;1877;0;6
6;810;1299;0;7
7;831;1299;0;8
8;953;1389;0;9
9;954;1389;0;10
10;960;1389;0;11
11;960;1389;0;12
12;934;1269;0;13
13;934;1269;0;14
14;944;2177;0;15
15;944;2177;0;16
16;944;2177;0;17
17;1412;1483;1;1
18;1224;1784;1;2
19;1031;1874;1;3
20;1031;1874;1;4
21;1224;1874;1;5
22;999;1651;1;6
23;966;1741;1;7
24;966;1741;1;8
25;967;1741;1;9
26;997;1680;1;10
27;997;1680;1;11
28;997;1680;1;12
29;999;1680;1;13
30;999;1680;1;14
31;1007;1490;1;15
32;1024;1497;1;16
33;988;1519;1;17
34;979;2207;2;1
35;1267;2297;2;2
36;1267;2297;2;3
37;951;2087;2;4
38;951;2177;2;5
39;951;2177;2;6
40;979;2177;2;7
41;979;2177;2;8
42;1017;2177;2;9
43;1017;2177;2;10
44;1017;2177;2;11
45;590;1544;2;12
46;1083;1544;2;13
47;1031;1483;2;14
48;1031;1483;2;15
49;1224;1483;2;16
50;1412;1483;2;17
51;1245;1637;3;1
52;951;1727;3;2
53;951;1727;3;3
54;1245;1727;3;4
55;1415;1727;3;5
56;1415;1727;3;6
57;1415;1727;3;7
58;1415;1727;3;8
59;859;1390;3;9
60;859;1480;3;10
61;859;1480;3;11
62;1147;2087;3;12
63;1147;2177;3;13
64;1147;2177;3;14
65;1350;2177;3;15
66;1350;2177;3;16
67;1350;2177;3;17
68;1096;1177;4;1
69;1350;2177;4;2
70;1350;2177;4;3
71;1350;2177;4;4
72;1055;927;4;5
73;1055;927;4;6
74;1055;927;4;7
75;917;1583;4;8
76;917;1583;4;9
77;917;1583;4;10
78;918;1583;4;11
79;918;1583;4;12
80;918;1583;4;13
81;1039;1583;4;14
82;1039;1583;4;15
83;1039;1583;4;16
84;829;1348;4;17
85;1053;1289;5;1
86;860;2047;5;2
87;860;2137;5;3
88;860;2137;5;4
89;860;2137;5;5
90;860;2137;5;6
91;860;2137;5;7
92;832;1046;5;8
93;1096;1013;5;9
94;1096;1013;5;10
95;1240;1874;5;11
96;1240;1874;5;12
97;1240;1874;5;13
98;1265;1874;5;14
99;1265;1874;5;15
100;1265;1874;5;16
101;1096;1087;5;17
102;1023;1351;6;1
103;1023;1351;6;2
104;1290;2026;6;3
105;1290;2026;6;4
106;1290;2026;6;5
107;1372;1879;6;6
108;1395;1879;6;7
109;1372;1969;6;8
110;1372;1969;6;9
111;1378;1969;6;10
112;1378;1969;6;11
113;1378;1969;6;12
114;1378;1969;6;13
115;1395;1969;6;14
116;1395;1969;6;15
117;1053;1199;6;16
118;1053;1289;6;17
119;1079;597;7;1
120;1079;597;7;2
121;1119;597;7;3
122;1119;597;7;4
123;896;1369;7;5
124;896;1369;7;6
125;896;1369;7;7
126;1079;1369;7;8
127;1079;1369;7;9
128;1079;1369;7;10
129;1079;1369;7;11
130;1119;1369;7;12
131;1119;1369;7;13
132;696;1542;7;14
133;696;1542;7;15
134;650;2056;7;16
135;650;2146;7;17
136;979;1995;8;1
137;979;2085;8;2
138;979;2085;8;3
139;1011;1207;8;4
140;1011;1207;8;5
141;1011;1207;8;6
142;1011;1207;8;7
143;909;1319;8;8
144;909;1319;8;9
145;909;1319;8;10
146;1242;1340;8;11
147;206;1662;8;12
148;896;466;8;13
149;896;556;8;14
150;896;556;8;15
151;1079;597;8;16
152;1079;597;8;17
153;821;1390;9;1
154;822;1419;9;2
155;822;1419;9;3
156;822;1419;9;4
157;822;1419;9;5
158;958;1419;9;6
159;958;1419;9;7
160;958;1419;9;8
161;964;1419;9;9
162;964;1419;9;10
163;964;1419;9;11
164;341;2146;9;12
165;2869;471;9;13
166;1548;1589;9;14
167;1548;1589;9;15
168;1548;1589;9;16
169;597;1959;9;17
170;1017;1019;10;1
171;887;1025;10;2
172;1017;1877;10;3
173;1017;1877;10;4
174;1160;1130;10;5
175;1160;1220;10;6
176;1160;1220;10;7
177;1160;1220;10;8
178;1087;2087;10;9
179;1087;2177;10;10
180;933;2102;10;11
181;453;1023;10;12
182;453;1113;10;13
183;1256;2072;10;14
184;1256;2072;10;15
185;1256;2072;10;16
186;821;1390;10;17
187;933;1777;11;1
188;933;1777;11;2
189;933;1777;11;3
190;966;230;11;4
191;968;230;11;5
192;968;230;11;6
193;969;230;11;7
194;969;230;11;8
195;970;230;11;9
196;986;230;11;10
197;1055;230;11;11
198;1055;230;11;12
199;966;1108;11;13
200;968;1108;11;14
201;968;1108;11;15
202;969;1108;11;16
203;969;1108;11;17
204;836;1469;12;1
205;836;1469;12;2
206;1009;1469;12;3
207;1009;1469;12;4
208;1009;1469;12;5
209;1136;1007;12;6
210;1280;1097;12;7
211;1281;1007;12;8
212;1156;977;12;9
213;1156;977;12;10
