ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;600;1258;0;1
1;605;1258;1;1
2;605;1258;2;1
3;508;587;3;1
4;508;587;4;1
5;512;987;5;1
6;587;1037;6;1
7;317;1045;7;1
8;317;1045;8;1
9;317;1045;9;1
10;317;1045;10;1
11;365;1507;11;1
12;365;1507;12;1
13;380;1507;13;1
14;380;1507;14;1
15;458;1077;15;1
16;458;1077;16;1
17;613;1117;17;1
18;613;1117;18;1
19;487;607;19;1
20;562;1204;20;1
21;562;1204;21;1
22;695;884;22;1
23;493;1797;23;1
24;493;1797;24;1
25;493;1797;25;1
26;508;1797;26;1
27;508;1797;27;1
28;429;1927;28;1
29;429;1927;29;1
30;317;924;30;1
31;317;924;31;1
32;317;924;32;1
33;317;924;33;1
34;317;924;34;1
35;317;924;35;1
36;368;1201;36;1
37;368;1201;37;1
38;654;1186;38;1
39;403;1367;39;1
40;403;1367;40;1
41;905;1414;41;1
42;456;1766;42;1
43;456;1766;43;1
44;917;389;44;1
45;600;1258;45;1
46;229;727;46;1
47;224;1327;47;1
48;224;1327;48;1
49;468;1327;49;1
50;468;1327;50;1
51;658;453;51;1
52;658;453;52;1
53;663;433;53;1
54;663;433;54;1
55;1107;508;55;1
56;1107;508;56;1
57;1107;508;57;1
58;405;344;58;1
59;452;417;59;1
60;237;477;60;1
61;387;817;61;1
62;513;1117;62;1
63;513;1117;63;1
64;493;1797;64;1
65;493;1797;65;1
66;493;1797;66;1
67;493;1797;67;1
68;493;1797;68;1
69;494;1222;69;1
70;494;1222;70;1
71;494;1222;71;1
72;494;1222;72;1
73;494;1222;73;1
74;717;1995;74;1
75;594;879;75;1
76;594;879;76;1
77;594;879;77;1
78;594;879;78;1
79;594;879;79;1
80;594;879;80;1
81;467;897;81;1
82;646;1952;82;1
83;646;1952;83;1
84;694;2000;84;1
85;694;2000;85;1
86;593;1291;86;1
87;593;1291;87;1
88;746;1391;88;1
89;746;1391;89;1
90;575;1711;90;1
91;575;1711;91;1
92;495;979;92;1
93;495;979;93;1
94;495;979;94;1
95;495;979;95;1
96;495;2000;96;1
97;495;2000;97;1
98;269;598;98;1
99;269;798;99;1
100;395;879;100;1
101;395;879;101;1
102;495;979;102;1
103;495;979;103;1
104;495;979;104;1
105;495;979;105;1
106;495;2000;106;1
107;495;2000;107;1
108;495;2000;108;1
109;495;2000;109;1
110;719;381;110;1
111;769;399;111;1
112;494;822;112;1
113;494;822;113;1
114;494;1222;114;1
115;614;1312;115;1
116;587;697;116;1
117;765;1078;117;1
118;765;1078;118;1
119;765;1078;119;1
120;717;1952;120;1
121;965;798;121;1
122;1065;998;122;1
123;1065;998;123;1
124;1065;998;124;1
125;1065;998;125;1
126;1069;598;126;1
127;1071;799;127;1
128;469;797;128;1
129;469;797;129;1
130;495;878;130;1
131;495;878;131;1
132;495;979;132;1
133;495;979;133;1
134;495;979;134;1
135;495;979;135;1
136;495;979;136;1
137;495;979;137;1
138;241;1250;138;1
139;669;399;139;1
140;669;922;140;1
141;395;1122;141;1
142;395;1122;142;1
143;395;1122;143;1
144;395;1122;144;1
145;395;1122;145;1
146;395;1122;146;1
147;395;1122;147;1
148;395;1122;148;1
149;517;612;149;1
150;712;792;150;1
151;707;812;151;1
152;484;718;152;1
153;484;718;153;1
154;611;1287;154;1
155;611;1287;155;1
156;650;1432;156;1
157;669;922;157;1
158;395;2043;158;1
159;395;2043;159;1
160;614;1312;160;1
161;547;1952;161;1
162;547;1952;162;1
163;495;1098;163;1
164;495;1098;164;1
165;495;1398;165;1
166;495;1398;166;1
167;495;1398;167;1
168;495;1398;168;1
169;495;1398;169;1
170;495;1398;170;1
171;469;797;171;1
172;469;797;172;1
173;520;978;173;1
174;520;978;174;1
175;699;1174;175;1
176;220;1594;176;1
177;724;1594;177;1
178;682;1633;178;1
179;258;1238;179;1
180;258;1238;180;1
181;241;1250;181;1
182;241;1250;182;1
183;241;1250;183;1
184;839;789;184;1
185;763;1479;185;1
186;763;1479;186;1
187;410;772;187;1
188;410;772;188;1
189;505;1072;189;1
190;505;1072;190;1
191;515;1072;191;1
192;515;1072;192;1
193;610;1072;193;1
194;610;1072;194;1
195;475;878;195;1
196;475;878;196;1
197;599;878;197;1
198;621;335;198;1
199;495;779;199;1
200;495;779;200;1
201;469;798;201;1
202;669;798;202;1
203;495;1079;203;1
204;495;1079;204;1
205;495;1079;205;1
206;495;1079;206;1
207;469;797;207;1
208;469;797;208;1
209;769;1121;209;1
210;769;1121;210;1
211;769;1121;211;1
212;595;2043;212;1
213;595;2043;213;1
214;414;448;214;1
215;414;448;215;1
216;392;598;216;1
217;392;598;217;1
218;679;386;218;1
219;679;386;219;1
220;576;1216;220;1
221;576;1216;221;1
222;569;1962;222;1
223;569;1962;223;1
224;387;275;224;1
225;397;275;225;1
226;397;285;226;1
227;397;285;227;1
228;469;367;228;1
229;479;367;229;1
230;721;335;230;1
231;469;798;231;1
232;669;798;232;1
233;495;1122;233;1
234;495;1122;234;1
235;495;1122;235;1
236;495;1122;236;1
237;495;1122;237;1
238;495;1122;238;1
239;751;1804;239;1
240;721;1995;240;1
241;469;798;241;1
242;469;798;242;1
243;469;798;243;1
244;495;798;244;1
245;495;798;245;1
246;721;1995;246;1
