ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;476;1012;0;1
1;724;912;0;2
2;752;2012;0;3
3;752;2012;0;4
4;570;2022;0;5
5;570;2022;0;6
6;570;2022;0;7
7;310;1115;0;8
8;708;1115;0;9
9;823;983;0;10
10;820;1194;0;11
11;820;1194;0;12
12;820;1194;0;13
13;720;1359;0;14
14;489;1050;0;15
15;489;1050;0;16
16;489;1050;0;17
17;489;1050;0;18
18;1522;353;0;19
19;876;544;0;20
20;876;544;0;21
21;922;1075;0;22
22;922;1075;0;23
23;1422;1456;0;24
24;1422;1456;0;25
25;476;1492;1;1
26;476;1492;1;2
27;724;1492;1;3
28;724;1492;1;4
29;476;1492;1;5
30;476;1492;1;6
31;540;1470;1;7
32;724;1492;1;8
33;724;1492;1;9
34;570;2032;1;10
35;570;2032;1;11
36;570;2032;1;12
37;586;2002;1;13
38;586;2002;1;14
39;586;2002;1;15
40;699;992;1;16
41;699;992;1;17
42;723;982;1;18
43;659;992;1;19
44;699;992;1;20
45;729;972;1;21
46;730;370;1;22
47;476;1012;1;23
48;476;1012;1;24
49;476;1012;1;25
50;560;2075;2;1
51;560;2075;2;2
52;730;870;2;3
53;730;370;2;4
54;540;1470;2;5
55;476;1492;2;6
56;476;1492;2;7
57;724;1492;2;8
58;724;1492;2;9
59;530;1470;2;10
60;476;1492;2;11
61;476;1492;2;12
62;724;1492;2;13
63;724;1492;2;14
64;586;2022;2;15
65;586;2022;2;16
66;586;2022;2;17
67;586;2022;2;18
68;586;2022;2;19
69;586;2022;2;20
70;586;2022;2;21
71;724;892;2;22
72;724;892;2;23
73;724;912;2;24
74;540;1470;2;25
75;527;1831;3;1
76;600;1054;3;2
77;600;1054;3;3
78;600;1054;3;4
79;600;1054;3;5
80;600;1054;3;6
81;600;1054;3;7
82;600;1054;3;8
83;600;1054;3;9
84;374;525;3;10
85;374;525;3;11
86;586;2022;3;12
87;586;2022;3;13
88;586;2022;3;14
89;586;2022;3;15
90;586;2022;3;16
91;586;2022;3;17
92;586;2022;3;18
93;586;2022;3;19
94;374;530;3;20
95;374;530;3;21
96;374;530;3;22
97;374;530;3;23
98;674;930;3;24
99;674;930;3;25
100;600;1244;4;1
101;730;1414;4;2
102;730;1414;4;3
103;730;1414;4;4
104;730;1414;4;5
105;745;1414;4;6
106;745;1414;4;7
107;745;1414;4;8
108;745;1414;4;9
109;659;1110;4;10
110;659;1110;4;11
111;481;1130;4;12
112;481;1130;4;13
113;481;1130;4;14
114;481;1130;4;15
115;481;1130;4;16
116;481;1130;4;17
117;481;1130;4;18
118;481;1130;4;19
119;481;1130;4;20
120;548;1130;4;21
121;548;1130;4;22
122;548;1130;4;23
123;648;1105;4;24
124;648;1105;4;25
125;489;1157;5;1
126;489;1157;5;2
127;600;1054;5;3
128;600;1054;5;4
129;600;1054;5;5
130;600;1054;5;6
131;600;1244;5;7
132;600;1244;5;8
133;600;1244;5;9
134;600;1244;5;10
135;600;1054;5;11
136;600;1054;5;12
137;600;1054;5;13
138;600;1054;5;14
139;600;1054;5;15
140;600;1054;5;16
141;600;1054;5;17
142;600;1054;5;18
143;600;1244;5;19
144;600;1244;5;20
145;600;1244;5;21
146;600;1244;5;22
147;600;1244;5;23
148;600;1244;5;24
149;600;1244;5;25
150;516;1310;6;1
151;648;1310;6;2
152;648;1310;6;3
153;648;1310;6;4
154;648;1310;6;5
155;507;2120;6;6
156;507;2120;6;7
157;507;2120;6;8
158;830;2058;6;9
159;794;1144;6;10
160;911;1353;6;11
161;626;592;6;12
162;946;1127;6;13
163;966;1127;6;14
164;1166;1627;6;15
165;956;1627;6;16
166;966;1627;6;17
167;966;1627;6;18
168;489;1157;6;19
169;489;1157;6;20
170;489;1157;6;21
171;489;1157;6;22
172;489;1157;6;23
173;489;1157;6;24
174;489;1157;6;25
175;515;953;7;1
176;1724;512;7;2
177;676;1497;7;3
178;823;1497;7;4
179;823;1497;7;5
180;346;1755;7;6
181;346;1755;7;7
182;552;1755;7;8
183;552;1755;7;9
184;436;1755;7;10
185;436;1755;7;11
186;612;1755;7;12
187;612;1755;7;13
188;411;1353;7;14
189;470;1161;7;15
190;470;1161;7;16
191;470;1161;7;17
192;470;1161;7;18
193;745;916;7;19
194;745;916;7;20
195;745;916;7;21
196;792;1842;7;22
197;516;1310;7;23
198;516;1310;7;24
199;516;1310;7;25
200;695;2053;8;1
201;725;2053;8;2
202;725;2053;8;3
203;725;2053;8;4
204;725;2053;8;5
205;725;2053;8;6
206;725;2053;8;7
207;496;1851;8;8
208;496;1851;8;9
209;575;1241;8;10
210;575;1241;8;11
211;575;1241;8;12
212;582;1333;8;13
213;582;1333;8;14
214;582;1333;8;15
215;725;1483;8;16
216;725;1483;8;17
217;725;1483;8;18
218;874;1198;8;19
219;874;1218;8;20
220;874;1098;8;21
221;874;1098;8;22
222;1300;1210;8;23
223;515;953;8;24
224;515;953;8;25
225;658;1153;9;1
226;658;1153;9;2
227;658;1153;9;3
228;658;1153;9;4
229;658;1153;9;5
230;658;1153;9;6
231;658;1153;9;7
232;522;2053;9;8
233;522;2053;9;9
234;522;2053;9;10
235;522;2053;9;11
236;522;2053;9;12
237;522;2053;9;13
238;695;1153;9;14
239;695;1153;9;15
240;722;1153;9;16
241;722;1153;9;17
242;722;1153;9;18
243;725;1153;9;19
244;725;1153;9;20
245;695;2053;9;21
246;695;2053;9;22
247;695;2053;9;23
248;695;2053;9;24
249;695;2053;9;25
250;522;2053;10;1
251;726;1107;10;2
252;595;2134;10;3
253;595;2134;10;4
254;595;2134;10;5
255;458;1153;10;6
256;458;1153;10;7
257;522;2053;10;8
258;722;2053;10;9
259;725;2053;10;10
260;725;2053;10;11
261;670;1153;10;12
262;670;1153;10;13
263;658;1153;10;14
264;658;1153;10;15
265;658;1153;10;16
266;695;2165;10;17
267;695;2165;10;18
268;695;1903;10;19
269;695;1903;10;20
270;695;2053;10;21
271;695;2053;10;22
272;695;2165;10;23
273;695;2165;10;24
274;656;1153;10;25
275;492;1285;11;1
276;701;1418;11;2
277;701;1418;11;3
278;824;1434;11;4
279;492;1285;11;5
280;492;1285;11;6
281;492;1285;11;7
282;492;1285;11;8
283;492;1285;11;9
284;492;1285;11;10
285;671;1100;11;11
286;671;1100;11;12
287;671;1100;11;13
288;1142;333;11;14
289;1142;333;11;15
290;525;1811;11;16
291;525;1811;11;17
292;492;1777;11;18
293;492;1777;11;19
294;722;2053;11;20
295;722;2053;11;21
296;522;2053;11;22
297;522;2053;11;23
298;522;2053;11;24
299;522;2053;11;25
300;712;1527;12;1
301;548;1867;12;2
302;548;1867;12;3
303;582;2105;12;4
304;860;230;12;5
305;1424;890;12;6
306;774;1999;12;7
307;952;890;12;8
308;952;890;12;9
309;1014;898;12;10
310;1014;898;12;11
311;239;1022;12;12
312;239;1022;12;13
313;1014;898;12;14
314;974;898;12;15
315;239;1022;12;16
316;239;1022;12;17
317;1120;764;12;18
318;529;1080;12;19
319;529;1080;12;20
320;753;1013;12;21
321;753;1013;12;22
322;2384;295;12;23
323;492;1285;12;24
324;492;1285;12;25
325;904;590;13;1
326;904;790;13;2
327;904;790;13;3
328;913;1183;13;4
329;613;2083;13;5
330;913;2083;13;6
331;913;2083;13;7
332;913;1933;13;8
333;913;2083;13;9
334;913;2195;13;10
335;913;2195;13;11
336;412;1872;13;12
337;1133;200;13;13
338;1133;200;13;14
339;775;880;13;15
340;775;880;13;16
341;775;880;13;17
342;1398;607;13;18
343;1398;607;13;19
344;1330;660;13;20
345;839;1527;13;21
346;839;1527;13;22
347;839;1527;13;23
348;839;1527;13;24
349;712;1527;13;25
350;196;1955;14;1
351;834;1955;14;2
352;359;2026;14;3
353;360;930;14;4
354;360;952;14;5
355;833;930;14;6
356;833;930;14;7
357;833;952;14;8
358;833;1002;14;9
359;360;930;14;10
360;360;1002;14;11
361;592;1740;14;12
362;430;1731;14;13
363;430;1731;14;14
364;1646;599;14;15
365;1626;599;14;16
366;1085;451;14;17
367;998;1404;14;18
368;998;1404;14;19
369;543;1827;14;20
370;1754;437;14;21
371;805;456;14;22
372;1504;790;14;23
373;1459;1464;14;24
374;904;590;14;25
