ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;585;1908;0;1
1;900;918;0;2
2;1040;1092;0;3
3;814;1989;0;4
4;1025;1710;0;5
5;1905;1710;0;6
6;835;2145;0;7
7;743;2084;1;1
8;670;1858;1;2
9;776;2396;1;3
10;2781;704;1;4
11;863;1473;1;5
12;849;1961;1;6
13;197;2045;1;7
14;662;852;2;1
15;802;1202;2;2
16;792;1212;2;3
17;673;1724;2;4
18;743;1904;2;5
19;753;1914;2;6
20;763;2034;2;7
21;850;1917;3;1
22;422;642;3;2
23;730;570;3;3
24;794;742;3;4
25;805;570;3;5
26;805;570;3;6
27;702;821;3;7
28;813;1604;4;1
29;795;743;4;2
30;795;743;4;3
31;813;843;4;4
32;813;983;4;5
33;795;1163;4;6
34;795;1163;4;7
35;750;1957;5;1
36;750;1957;5;2
37;252;1925;5;3
38;824;1925;5;4
39;824;1925;5;5
40;824;1925;5;6
41;824;1925;5;7
42;900;1711;6;1
43;960;1236;6;2
44;960;1236;6;3
45;960;1236;6;4
46;960;1236;6;5
47;960;1236;6;6
48;750;1957;6;7
49;836;1220;7;1
50;960;1723;7;2
51;960;1723;7;3
52;950;1517;7;4
53;950;1517;7;5
54;900;1711;7;6
55;900;1711;7;7
56;960;1538;8;1
