ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;610;1752;0;1
1;298;1929;0;2
2;798;1929;0;3
3;2128;1259;0;4
4;296;584;0;5
5;496;784;0;6
6;496;784;0;7
7;677;1614;1;1
8;1398;2166;1;2
9;1398;2166;1;3
10;728;2058;1;4
11;354;1905;1;5
12;822;1905;1;6
13;677;1218;1;7
14;824;1609;2;1
15;382;1717;2;2
16;382;1717;2;3
17;947;2013;2;4
18;947;2013;2;5
19;992;2053;2;6
20;992;2053;2;7
21;864;1684;3;1
22;864;1684;3;2
23;864;1684;3;3
24;864;1684;3;4
25;212;1096;3;5
26;782;1096;3;6
27;604;1609;3;7
28;821;843;4;1
29;824;843;4;2
30;402;1009;4;3
31;824;1009;4;4
32;821;1027;4;5
33;821;1027;4;6
34;864;1684;4;7
35;321;691;5;1
36;402;843;5;2
