ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;582;787;0;1
1;582;787;0;2
2;582;787;0;3
3;572;787;0;4
4;559;2165;0;5
5;559;2165;0;6
6;559;2165;0;7
7;559;2165;0;8
8;821;1741;0;9
9;859;2165;0;10
10;859;2165;0;11
11;1759;2165;0;12
12;1759;2165;0;13
13;1759;2186;0;14
14;1759;2165;0;15
15;559;2165;0;16
16;559;2165;0;17
17;559;2165;0;18
18;559;2165;0;19
19;559;2165;0;20
20;559;2165;0;21
21;559;2165;0;22
22;559;2165;0;23
23;559;2165;0;24
24;559;2165;0;25
25;559;2165;0;26
26;559;2165;0;27
27;576;2074;0;28
28;576;2074;0;29
29;620;1228;1;1
30;874;379;1;2
31;1206;215;1;3
32;301;2072;1;4
33;911;1511;1;5
34;911;1711;1;6
35;749;890;1;7
36;849;900;1;8
37;919;1370;1;9
38;1121;1071;1;10
39;1121;1071;1;11
40;1121;1071;1;12
41;1121;1071;1;13
42;888;787;1;14
43;898;787;1;15
44;898;787;1;16
45;908;787;1;17
46;908;787;1;18
47;908;787;1;19
48;908;787;1;20
49;908;787;1;21
50;908;787;1;22
51;908;787;1;23
52;862;787;1;24
53;862;787;1;25
54;862;787;1;26
55;862;787;1;27
56;862;787;1;28
57;582;787;1;29
58;356;1310;2;1
59;356;1310;2;2
60;356;1310;2;3
61;574;2109;2;4
62;574;2109;2;5
63;585;895;2;6
64;613;819;2;7
65;613;819;2;8
66;459;670;2;9
67;356;1310;2;10
68;356;1310;2;11
69;356;1310;2;12
70;658;819;2;13
71;585;895;2;14
72;718;718;2;15
73;718;718;2;16
74;720;720;2;17
75;718;790;2;18
76;718;790;2;19
77;705;299;2;20
78;310;500;2;21
79;458;529;2;22
80;390;700;2;23
81;459;670;2;24
82;906;2426;2;25
83;435;2023;2;26
84;435;2023;2;27
85;948;342;2;28
86;1506;342;2;29
87;745;1138;3;1
88;830;1270;3;2
89;697;1883;3;3
90;868;1937;3;4
91;571;1172;3;5
92;790;1100;3;6
93;710;1410;3;7
94;797;1852;3;8
95;1660;720;3;9
96;1670;720;3;10
97;1670;720;3;11
98;533;1109;3;12
99;533;1109;3;13
100;571;1172;3;14
101;610;1010;3;15
102;710;910;3;16
103;571;1169;3;17
104;708;1009;3;18
105;708;1009;3;19
106;705;1323;3;20
107;571;1169;3;21
108;605;1110;3;22
109;605;1110;3;23
110;613;1224;3;24
111;613;1224;3;25
112;537;1741;3;26
113;537;1741;3;27
114;356;1310;3;28
115;356;1310;3;29
116;356;1145;4;1
117;208;609;4;2
118;343;1529;4;3
119;343;1529;4;4
120;208;399;4;5
121;423;509;4;6
122;405;630;4;7
123;415;720;4;8
124;569;565;4;9
125;569;565;4;10
126;560;830;4;11
127;356;1145;4;12
128;356;1145;4;13
129;356;1145;4;14
130;356;1145;4;15
131;356;1145;4;16
132;500;880;4;17
133;343;1449;4;18
134;579;622;4;19
135;584;439;4;20
136;518;655;4;21
137;678;619;4;22
138;678;619;4;23
139;713;969;4;24
140;500;385;4;25
141;470;208;4;26
142;478;624;4;27
143;498;640;4;28
144;713;969;4;29
145;657;1195;5;1
146;657;1195;5;2
147;657;1195;5;3
148;657;1195;5;4
149;343;1509;5;5
150;343;1509;5;6
151;343;1449;5;7
152;657;1195;5;8
153;610;1030;5;9
154;532;950;5;10
155;657;1195;5;11
156;356;1699;5;12
157;356;1699;5;13
158;356;1699;5;14
159;356;1699;5;15
160;440;1449;5;16
161;440;1449;5;17
162;695;1448;5;18
163;768;1608;5;19
164;775;1608;5;20
165;793;1598;5;21
166;793;1598;5;22
167;818;1618;5;23
168;354;510;5;24
169;354;510;5;25
170;403;499;5;26
171;395;540;5;27
172;343;1054;5;28
173;343;1054;5;29
174;521;2030;6;1
175;521;2030;6;2
176;521;2030;6;3
177;521;2030;6;4
178;505;1504;6;5
179;505;1504;6;6
180;505;1204;6;7
181;1127;1666;6;8
182;1127;1666;6;9
183;1056;1656;6;10
184;1046;1656;6;11
185;366;2006;6;12
186;616;1876;6;13
187;299;399;6;14
188;299;399;6;15
189;523;2019;6;16
190;523;2019;6;17
191;523;2019;6;18
192;523;2019;6;19
193;304;419;6;20
194;718;1172;6;21
195;718;1172;6;22
196;718;1097;6;23
197;718;1097;6;24
198;665;1999;6;25
199;665;1999;6;26
200;657;1195;6;27
201;657;1195;6;28
202;657;1195;6;29
203;693;1792;7;1
204;505;804;7;2
205;505;804;7;3
206;505;1204;7;4
207;505;1204;7;5
208;505;1204;7;6
209;505;1204;7;7
210;505;1204;7;8
211;505;1204;7;9
212;505;1204;7;10
213;544;1626;7;11
214;544;1626;7;12
215;544;1626;7;13
216;544;1626;7;14
217;544;1626;7;15
218;544;1626;7;16
219;534;1609;7;17
220;534;1609;7;18
221;534;1609;7;19
222;557;1341;7;20
223;557;1341;7;21
224;547;1324;7;22
225;297;1517;7;23
226;297;1297;7;24
227;297;1217;7;25
228;297;1002;7;26
229;615;2000;7;27
230;615;1915;7;28
231;615;1915;7;29
232;1056;2172;8;1
233;1056;2172;8;2
234;1056;2172;8;3
235;615;1792;8;4
236;615;1792;8;5
237;660;1792;8;6
238;660;1792;8;7
239;660;1792;8;8
240;718;1842;8;9
241;718;1842;8;10
242;718;1842;8;11
243;718;1842;8;12
244;703;1792;8;13
245;703;1792;8;14
246;703;1792;8;15
247;703;1792;8;16
248;703;1792;8;17
249;703;1792;8;18
250;730;1792;8;19
251;730;1792;8;20
252;730;1792;8;21
253;730;1792;8;22
254;730;1792;8;23
255;730;1792;8;24
256;693;1792;8;25
257;693;1792;8;26
258;693;1792;8;27
259;693;1792;8;28
260;693;1792;8;29
261;1116;2082;9;1
262;1115;1882;9;2
263;1115;1882;9;3
264;1095;1882;9;4
265;1095;1882;9;5
266;1090;1882;9;6
267;1090;1882;9;7
268;1065;1882;9;8
269;1065;1882;9;9
270;1062;1882;9;10
271;1062;1882;9;11
272;1482;2082;9;12
273;1482;2082;9;13
274;1140;2082;9;14
275;1140;2082;9;15
276;1133;2082;9;16
277;1133;2082;9;17
278;1127;2082;9;18
279;1127;2082;9;19
280;737;1922;9;20
281;737;1922;9;21
282;737;1922;9;22
283;737;1922;9;23
284;703;1105;9;24
285;703;1105;9;25
286;703;1105;9;26
287;703;1105;9;27
288;880;1902;9;28
289;880;1902;9;29
290;838;1952;10;1
291;838;1952;10;2
292;930;2042;10;3
293;930;2042;10;4
294;1177;719;10;5
295;1177;719;10;6
296;1177;719;10;7
297;1177;719;10;8
298;1177;1523;10;9
299;1177;1523;10;10
300;1177;1523;10;11
301;1177;1523;10;12
302;796;1946;10;13
303;796;1946;10;14
304;1096;1954;10;15
305;1096;1954;10;16
306;1115;1582;10;17
307;1115;1582;10;18
308;1070;1582;10;19
309;1070;1582;10;20
310;1070;1572;10;21
311;1070;1572;10;22
312;1133;1183;10;23
313;1133;1183;10;24
314;1139;1165;10;25
315;1139;1165;10;26
316;954;1483;10;27
317;954;1483;10;28
318;1116;2082;10;29
319;575;1077;11;1
320;575;1077;11;2
321;803;1892;11;3
322;803;1892;11;4
323;1189;1822;11;5
324;1250;1822;11;6
325;510;1150;11;7
326;510;1150;11;8
327;1367;1762;11;9
328;1367;1762;11;10
329;942;1941;11;11
330;942;1941;11;12
331;838;1952;11;13
