ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;822;1107;0;1
1;822;1107;0;2
2;822;1107;0;3
3;822;1107;0;4
4;822;1107;0;5
5;782;1107;0;6
6;782;1107;0;7
7;782;1107;0;8
8;782;1107;0;9
9;782;1107;0;10
10;782;1107;0;11
11;782;1107;0;12
12;782;1107;0;13
13;868;2053;0;14
14;868;2053;0;15
15;868;2053;0;16
16;868;2053;0;17
17;868;2053;0;18
18;891;1113;0;19
19;891;1113;0;20
20;844;1358;0;21
21;844;1358;0;22
22;899;1307;0;23
23;899;1307;0;24
24;899;1307;0;25
25;925;1331;1;1
26;1914;503;1;2
27;915;2065;1;3
28;915;2065;1;4
29;915;2065;1;5
30;915;2065;1;6
31;915;2065;1;7
32;915;2065;1;8
33;915;2065;1;9
34;915;2065;1;10
35;902;1073;1;11
36;1342;563;1;12
37;1402;483;1;13
38;915;2065;1;14
39;915;2065;1;15
40;915;2065;1;16
41;915;2065;1;17
42;915;2065;1;18
43;915;2065;1;19
44;915;2065;1;20
45;915;2065;1;21
46;915;2065;1;22
47;915;2065;1;23
48;822;1107;1;24
49;822;1107;1;25
50;542;1864;2;1
51;528;1334;2;2
52;528;1334;2;3
53;528;1334;2;4
54;534;1374;2;5
55;534;1374;2;6
56;534;1374;2;7
57;755;1974;2;8
58;504;1198;2;9
59;504;1198;2;10
60;504;1198;2;11
61;607;1695;2;12
62;607;1695;2;13
63;424;1364;2;14
64;424;1364;2;15
65;424;1364;2;16
66;1338;1109;2;17
67;883;907;2;18
68;823;1139;2;19
69;823;1139;2;20
70;823;2108;2;21
71;922;1331;2;22
72;922;1331;2;23
73;922;1331;2;24
74;925;1331;2;25
75;753;903;3;1
76;1367;1139;3;2
77;868;2088;3;3
78;535;1577;3;4
79;434;1817;3;5
80;434;1817;3;6
81;1422;1053;3;7
82;798;2022;3;8
83;798;2022;3;9
84;852;1810;3;10
85;524;1462;3;11
86;524;1462;3;12
87;524;1462;3;13
88;524;1462;3;14
89;524;1462;3;15
90;524;1462;3;16
91;524;1462;3;17
92;524;1462;3;18
93;524;1462;3;19
94;524;1462;3;20
95;524;1462;3;21
96;524;1462;3;22
97;771;2168;3;23
98;771;2168;3;24
99;542;1864;3;25
100;812;900;4;1
101;812;900;4;2
102;812;900;4;3
103;852;900;4;4
104;812;900;4;5
105;812;900;4;6
106;448;1215;4;7
107;448;1215;4;8
108;448;1215;4;9
109;448;1215;4;10
110;448;1215;4;11
111;448;1215;4;12
112;448;1215;4;13
113;448;1215;4;14
114;448;1215;4;15
115;1512;384;4;16
116;621;1909;4;17
117;621;1909;4;18
118;348;830;4;19
119;348;830;4;20
120;823;711;4;21
121;823;711;4;22
122;823;761;4;23
123;823;761;4;24
124;753;903;4;25
125;852;900;5;1
126;852;900;5;2
127;780;886;5;3
128;780;886;5;4
129;334;690;5;5
130;334;690;5;6
131;334;937;5;7
132;334;937;5;8
133;913;690;5;9
134;780;887;5;10
135;780;887;5;11
136;780;898;5;12
137;780;898;5;13
138;780;1103;5;14
139;780;1103;5;15
140;921;344;5;16
141;921;344;5;17
142;874;850;5;18
143;874;850;5;19
144;929;344;5;20
145;929;344;5;21
146;929;344;5;22
147;812;900;5;23
148;812;900;5;24
149;812;900;5;25
150;970;376;6;1
151;692;1826;6;2
152;647;1939;6;3
153;842;416;6;4
154;952;416;6;5
155;1784;327;6;6
156;1784;869;6;7
157;632;1711;6;8
158;557;1894;6;9
159;353;2198;6;10
160;353;2198;6;11
161;453;2138;6;12
162;952;894;6;13
163;952;894;6;14
164;952;894;6;15
165;453;840;6;16
166;453;1169;6;17
167;853;840;6;18
168;853;840;6;19
169;453;840;6;20
170;453;1169;6;21
171;852;900;6;22
172;852;900;6;23
173;852;900;6;24
174;852;900;6;25
175;422;1460;7;1
176;415;1710;7;2
177;415;1710;7;3
178;415;1710;7;4
179;410;1120;7;5
180;410;1120;7;6
181;410;1120;7;7
182;410;1120;7;8
183;701;2011;7;9
184;1936;311;7;10
185;791;2281;7;11
186;791;2281;7;12
187;329;2116;7;13
188;641;2158;7;14
189;744;1966;7;15
190;1353;741;7;16
191;1353;741;7;17
192;1353;791;7;18
193;1353;791;7;19
194;1468;933;7;20
195;1498;933;7;21
196;1397;902;7;22
197;828;350;7;23
198;828;350;7;24
199;565;231;7;25
200;425;1460;8;1
201;425;1460;8;2
202;422;1460;8;3
203;422;1460;8;4
