DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;1135.0;694.0;5.0;2.0
1;0;5280.0;2987.0;5.0;6.0
2;1;4193.0;3131.0;2.0;1.0
3;1;4782.0;383.0;1.0;2.0
4;2;407.0;3168.0;1.0;2.0
5;2;465.0;3121.0;1.0;2.0
6;2;674.0;562.0;1.0;2.0
7;2;1071.0;3065.0;1.0;2.0
8;2;1933.0;111.0;1.0;2.0
9;2;4497.0;2148.0;1.0;2.0
10;3;2238.0;1699.0;2.0;3.0
11;3;3418.0;201.0;5.0;5.0
12;4;989.0;481.0;3.0;2.0
13;4;3413.0;137.0;1.0;2.0
14;4;5052.0;361.0;2.0;3.0
15;5;2804.0;65.0;1.0;2.0
16;5;5297.0;2199.0;3.0;3.0
17;6;391.0;3160.0;1.0;2.0
18;6;1353.0;2027.0;9.0;7.0
19;6;1692.0;209.0;3.0;2.0
20;6;2200.0;2194.0;1.0;2.0
21;6;2446.0;2176.0;1.0;2.0
22;6;3362.0;549.0;5.0;5.0
23;6;5628.0;570.0;5.0;5.0
24;7;2576.0;2573.0;3.0;3.0
25;7;2626.0;2432.0;1.0;2.0
26;7;3155.0;2226.0;6.0;5.0
27;7;3414.0;2648.0;1.0;2.0
28;7;3600.0;2548.0;2.0;2.0
29;7;3711.0;1564.0;2.0;3.0
30;7;3814.0;2546.0;4.0;3.0
31;7;4455.0;2774.0;3.0;1.0
32;8;1242.0;77.0;1.0;2.0
33;8;5514.0;127.0;3.0;2.0
34;8;5794.0;603.0;2.0;3.0
35;9;735.0;2834.0;4.0;3.0
36;9;735.0;2835.0;4.0;3.0
37;9;2863.0;2878.0;2.0;2.0
38;9;5098.0;675.0;3.0;3.0
39;10;522.0;1522.0;2.0;3.0
40;10;1702.0;2927.0;2.0;2.0
41;10;1725.0;1241.0;3.0;4.0
42;10;4075.0;208.0;1.0;2.0
43;11;1081.0;3053.0;2.0;2.0
44;12;1496.0;639.0;4.0;4.0
45;13;3158.0;2424.0;1.0;2.0
46;14;377.0;2808.0;2.0;2.0
47;15;4407.0;1573.0;2.0;4.0
48;17;2633.0;2687.0;2.0;4.0
49;17;3051.0;961.0;2.0;2.0
50;17;4792.0;763.0;2.0;3.0
51;17;5666.0;3005.0;2.0;1.0
52;18;432.0;170.0;3.0;4.0
53;18;2191.0;544.0;10.0;5.0
54;18;2557.0;1891.0;2.0;2.0
55;18;3916.0;2572.0;2.0;2.0
56;19;2989.0;2534.0;1.0;1.0
57;20;2663.0;2284.0;1.0;2.0
58;21;4568.0;1635.0;8.0;5.0
59;22;2128.0;836.0;1.0;2.0
60;23;922.0;1077.0;1.0;3.0
61;24;5820.0;1482.0;11.0;5.0
62;25;978.0;2775.0;1.0;3.0
63;25;4325.0;288.0;8.0;5.0
64;26;1324.0;406.0;2.0;3.0
65;27;1270.0;258.0;1.0;2.0
66;27;1270.0;260.0;1.0;3.0
67;27;2736.0;2704.0;1.0;3.0
68;27;4520.0;113.0;10.0;5.0
69;27;4626.0;1238.0;3.0;3.0
70;29;211.0;396.0;6.0;5.0
71;29;367.0;613.0;1.0;2.0
72;29;3227.0;648.0;2.0;3.0
73;29;5304.0;102.0;2.0;3.0
74;31;1407.0;2929.0;2.0;1.0
75;31;2170.0;372.0;2.0;2.0
76;31;2125.0;938.0;2.0;3.0
77;31;2174.0;2519.0;3.0;3.0
78;32;410.0;2449.0;12.0;6.0
79;32;5983.0;2132.0;4.0;5.0
80;34;5312.0;217.0;3.0;4.0
81;35;3883.0;2961.0;2.0;3.0
82;36;1649.0;1765.0;13.0;6.0
83;36;3019.0;611.0;1.0;2.0
84;36;4734.0;705.0;3.0;5.0
85;37;446.0;2731.0;2.0;3.0
86;37;1255.0;2957.0;1.0;3.0
87;39;4637.0;3043.0;4.0;4.0
88;41;4566.0;411.0;6.0;4.0
89;43;2820.0;304.0;3.0;5.0
90;43;4395.0;1425.0;4.0;3.0
91;43;4476.0;933.0;2.0;3.0
92;44;557.0;2473.0;3.0;5.0
93;44;2539.0;2347.0;7.0;4.0
94;44;3618.0;2584.0;2.0;3.0
95;46;5659.0;188.0;1.0;3.0
96;48;2105.0;2720.0;5.0;5.0
97;50;4405.0;766.0;3.0;4.0
98;51;2873.0;2296.0;3.0;4.0
99;52;160.0;2776.0;3.0;3.0
100;52;5591.0;2867.0;2.0;3.0
101;53;4940.0;1044.0;8.0;6.0
102;55;550.0;3107.0;1.0;2.0
103;55;4339.0;3014.0;6.0;5.0
104;56;4756.0;1380.0;2.0;4.0
105;57;817.0;192.0;12.0;6.0
106;57;3696.0;3169.0;2.0;2.0
107;57;5921.0;1220.0;1.0;3.0
108;58;172.0;231.0;9.0;6.0
109;58;4025.0;3037.0;1.0;2.0
110;58;4640.0;808.0;1.0;2.0
111;59;700.0;586.0;4.0;3.0
112;59;2017.0;559.0;1.0;2.0
113;60;3625.0;1424.0;3.0;6.0
114;61;2601.0;141.0;5.0;5.0
115;61;5150.0;1134.0;2.0;4.0
116;62;2285.0;1544.0;7.0;6.0
117;62;5615.0;2421.0;1.0;2.0
118;63;1245.0;891.0;1.0;2.0
119;63;5450.0;1579.0;1.0;2.0
120;64;673.0;1333.0;1.0;3.0
121;66;3067.0;1298.0;1.0;2.0
122;66;5069.0;225.0;1.0;2.0
123;67;1724.0;2312.0;11.0;7.0
124;68;3776.0;177.0;2.0;3.0
125;69;2962.0;561.0;3.0;2.0
126;69;5513.0;1137.0;1.0;3.0
127;70;4059.0;2014.0;2.0;3.0
128;72;2294.0;2336.0;2.0;2.0
129;72;5294.0;497.0;1.0;1.0
130;73;3022.0;3091.0;3.0;3.0
131;73;4957.0;630.0;2.0;2.0
132;74;3076.0;809.0;1.0;2.0
133;75;2043.0;2765.0;1.0;3.0
134;76;3213.0;2109.0;2.0;3.0
135;77;2631.0;614.0;2.0;2.0
136;77;2987.0;1824.0;6.0;3.0
137;77;2996.0;2340.0;4.0;5.0
138;79;2447.0;1913.0;7.0;6.0
139;79;4334.0;3106.0;4.0;3.0
140;80;4117.0;49.0;1.0;2.0
141;80;4927.0;295.0;1.0;2.0
