ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;252;1019;0;1
1;954;865;0;2
2;416;865;0;3
3;790;1189;0;4
4;222;1189;0;5
5;696;1224;0;6
6;722;342;0;7
7;646;1592;1;1
8;246;762;1;2
9;940;2155;1;3
10;310;1009;1;4
11;310;1009;1;5
12;790;1019;1;6
13;804;1127;2;1
14;430;776;2;2
15;737;195;2;3
16;316;1106;2;4
17;316;1106;2;5
18;195;1261;2;6
19;805;1187;2;7
20;1395;954;3;1
21;791;885;3;2
22;559;1605;3;3
23;559;1605;3;4
24;559;1605;3;5
25;480;427;3;6
26;952;257;3;7
27;387;1901;4;1
28;387;1901;4;2
29;361;868;4;3
30;361;868;4;4
31;322;972;5;1
32;587;1022;5;2
33;354;1117;5;3
34;354;1117;5;4
35;800;1936;5;5
36;329;1027;5;6
37;329;1027;5;7
38;825;243;6;1
39;856;296;6;2
40;886;441;6;3
41;332;947;6;4
42;332;947;6;5
43;782;1182;6;6
44;322;972;6;7
45;815;858;7;1
46;1108;1420;7;2
47;247;2039;7;3
48;232;2303;7;4
49;859;303;7;5
