ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;759;959;0;1
1;1876;976;0;2
2;776;856;0;3
3;776;856;0;4
4;776;856;0;5
5;776;856;0;6
6;759;1059;0;7
7;759;1059;0;8
8;759;1059;0;9
9;759;1059;0;10
10;792;884;0;11
11;792;1086;0;12
12;792;884;0;13
13;335;1429;0;14
14;335;1429;0;15
15;335;1429;0;16
16;335;1429;0;17
17;814;1349;0;18
18;519;879;0;19
19;469;869;0;20
20;482;911;0;21
21;1052;894;0;22
22;649;1741;0;23
23;649;1741;0;24
24;649;1741;0;25
25;752;967;1;1
26;752;967;1;2
27;752;967;1;3
28;752;967;1;4
29;752;967;1;5
30;752;967;1;6
31;752;967;1;7
32;752;967;1;8
33;752;967;1;9
34;752;967;1;10
35;752;967;1;11
36;752;967;1;12
37;752;967;1;13
38;752;967;1;14
39;752;967;1;15
40;752;1582;1;16
41;752;1582;1;17
42;752;1582;1;18
43;752;1582;1;19
44;792;1086;1;20
45;759;959;1;21
46;759;959;1;22
47;759;959;1;23
48;759;959;1;24
49;759;959;1;25
50;857;1282;2;1
51;857;1282;2;2
52;393;1997;2;3
53;760;1997;2;4
54;575;2087;2;5
55;575;2087;2;6
56;980;1862;2;7
57;980;1862;2;8
58;716;1743;2;9
59;716;1743;2;10
60;716;1743;2;11
61;716;1743;2;12
62;722;1022;2;13
63;722;1022;2;14
64;902;2032;2;15
65;902;2032;2;16
66;752;967;2;17
67;752;967;2;18
68;752;967;2;19
69;752;967;2;20
70;752;967;2;21
71;752;967;2;22
72;752;967;2;23
73;752;967;2;24
74;752;967;2;25
75;588;1105;3;1
76;588;1105;3;2
77;588;1105;3;3
78;789;1943;3;4
79;789;1943;3;5
80;789;1943;3;6
81;680;1116;3;7
82;680;1116;3;8
83;832;367;3;9
84;832;367;3;10
85;1218;892;3;11
86;1218;892;3;12
87;1218;892;3;13
88;785;892;3;14
89;785;892;3;15
90;785;892;3;16
91;785;892;3;17
92;857;1282;3;18
93;857;1282;3;19
94;857;1282;3;20
95;857;1282;3;21
96;857;1282;3;22
97;857;1282;3;23
98;857;1282;3;24
99;857;1282;3;25
100;308;502;4;1
101;308;502;4;2
102;308;502;4;3
103;308;502;4;4
104;507;808;4;5
105;507;808;4;6
106;507;808;4;7
107;507;808;4;8
108;507;808;4;9
109;507;808;4;10
110;507;808;4;11
111;507;808;4;12
112;507;808;4;13
113;507;808;4;14
114;507;808;4;15
115;507;808;4;16
116;507;808;4;17
117;507;808;4;18
118;507;808;4;19
