DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;1;3246.0;2053.0;2.0;3.0
1;3;340.0;1.0;1.0;1.0
2;3;2700.0;3112.0;1.0;1.0
3;3;3896.0;2175.0;1.0;1.0
4;4;101.0;2420.0;2.0;3.0
5;4;494.0;2533.0;2.0;3.0
6;4;3770.0;921.0;1.0;1.0
7;5;2277.0;2658.0;1.0;1.0
8;5;4624.0;2968.0;1.0;1.0
9;7;2322.0;1860.0;2.0;2.0
10;7;2676.0;2496.0;1.0;1.0
11;7;3432.0;2735.0;1.0;2.0
12;8;3124.0;587.0;3.0;2.0
13;9;5425.0;3140.0;1.0;2.0
14;10;4003.0;472.0;1.0;1.0
15;10;4516.0;819.0;2.0;2.0
16;11;1117.0;364.0;1.0;1.0
17;12;104.0;2787.0;2.0;3.0
18;12;648.0;707.0;1.0;1.0
19;13;4924.0;328.0;3.0;4.0
20;13;5317.0;2700.0;4.0;3.0
21;14;3678.0;1994.0;6.0;4.0
22;16;4530.0;947.0;1.0;2.0
23;17;3748.0;1908.0;1.0;1.0
24;19;3606.0;1016.0;1.0;1.0
25;21;1945.0;2967.0;1.0;1.0
26;22;324.0;2796.0;3.0;2.0
27;22;2863.0;2127.0;1.0;1.0
28;22;2932.0;1664.0;3.0;3.0
29;23;2483.0;2635.0;3.0;1.0
30;23;4868.0;915.0;1.0;1.0
31;25;4384.0;3010.0;2.0;2.0
32;26;4056.0;1735.0;6.0;6.0
33;28;2758.0;2958.0;1.0;2.0
34;28;4007.0;3186.0;1.0;1.0
35;30;3612.0;297.0;1.0;1.0
36;30;5339.0;2461.0;3.0;3.0
37;30;5759.0;2432.0;2.0;2.0
38;32;767.0;2836.0;3.0;4.0
39;34;4310.0;1548.0;1.0;1.0
40;36;3684.0;3052.0;1.0;2.0
41;38;922.0;3107.0;2.0;3.0
42;38;4487.0;2346.0;1.0;1.0
43;40;642.0;792.0;1.0;2.0
44;41;3288.0;2947.0;1.0;1.0
45;43;4968.0;34.0;2.0;1.0
46;45;3520.0;34.0;3.0;3.0
47;47;5487.0;1743.0;7.0;5.0
48;49;3009.0;2564.0;1.0;4.0
49;49;4909.0;84.0;1.0;1.0
50;50;2942.0;938.0;1.0;1.0
51;51;5222.0;1082.0;1.0;1.0
52;51;98.0;531.0;1.0;1.0
53;51;627.0;482.0;1.0;1.0
54;51;1687.0;145.0;1.0;1.0
55;51;3744.0;619.0;1.0;1.0
56;51;5210.0;1077.0;1.0;1.0
57;52;3254.0;1425.0;8.0;1.0
58;52;218.0;1145.0;1.0;1.0
59;52;2411.0;1425.0;4.0;1.0
60;52;3211.0;1425.0;5.0;1.0
61;52;698.0;532.0;1.0;1.0
62;54;2376.0;1425.0;8.0;1.0
63;54;1821.0;1591.0;26.0;1.0
64;54;1385.0;1591.0;15.0;2.0
65;54;3995.0;2375.0;1.0;1.0
66;54;1975.0;1591.0;8.0;1.0
67;54;5911.0;1523.0;10.0;1.0
68;54;5830.0;2726.0;1.0;1.0
69;56;5808.0;419.0;1.0;1.0
70;56;3799.0;2727.0;1.0;1.0
71;56;5450.0;1158.0;1.0;1.0
72;57;2964.0;2302.0;1.0;1.0
73;57;3128.0;2884.0;1.0;1.0
74;59;2302.0;1590.0;2.0;1.0
75;59;676.0;1591.0;14.0;2.0
76;59;1763.0;2991.0;1.0;1.0
77;59;1579.0;857.0;1.0;1.0
78;60;154.0;1588.0;17.0;3.0
79;60;5203.0;1425.0;4.0;1.0
80;60;780.0;1591.0;13.0;1.0
81;60;5205.0;1555.0;1.0;1.0
82;60;810.0;1591.0;8.0;1.0
83;62;2454.0;1425.0;4.0;1.0
84;62;5261.0;1425.0;1.0;1.0
85;62;368.0;3011.0;2.0;1.0
86;62;3063.0;1425.0;18.0;1.0
87;62;2550.0;1425.0;6.0;1.0
88;62;3596.0;2176.0;1.0;1.0
89;63;86.0;1592.0;17.0;5.0
90;63;232.0;1525.0;14.0;1.0
91;63;1324.0;2947.0;1.0;1.0
