DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;428.0;2194.0;2.0;4.0
1;2;2910.0;3190.0;3.0;1.0
2;2;2911.0;3185.0;2.0;1.0
3;2;3089.0;6.0;1.0;1.0
4;4;5938.0;2437.0;1.0;1.0
5;5;5162.0;2187.0;1.0;1.0
6;7;318.0;6.0;3.0;1.0
7;7;1371.0;1019.0;2.0;2.0
8;7;4855.0;1650.0;6.0;4.0
9;9;3173.0;2398.0;3.0;4.0
10;9;3415.0;2660.0;3.0;4.0
11;10;2555.0;267.0;3.0;3.0
12;11;5350.0;2030.0;1.0;1.0
13;13;3952.0;2451.0;2.0;3.0
14;14;5683.0;2582.0;3.0;4.0
15;14;5679.0;2577.0;3.0;4.0
16;16;3931.0;2525.0;1.0;3.0
17;17;1125.0;2460.0;1.0;2.0
18;17;2288.0;778.0;3.0;3.0
19;17;4719.0;516.0;4.0;3.0
20;18;4453.0;804.0;2.0;1.0
21;19;591.0;2634.0;1.0;1.0
22;21;5875.0;79.0;2.0;2.0
23;22;4811.0;2449.0;5.0;4.0
24;23;2436.0;1778.0;1.0;2.0
25;23;3544.0;2347.0;1.0;1.0
26;24;610.0;2243.0;2.0;4.0
27;25;1830.0;1836.0;1.0;1.0
28;26;761.0;1203.0;1.0;1.0
29;26;1347.0;2932.0;1.0;1.0
30;26;1374.0;2928.0;2.0;2.0
31;26;2415.0;2003.0;6.0;4.0
32;26;3025.0;139.0;4.0;2.0
33;27;1495.0;1044.0;2.0;3.0
34;27;3340.0;749.0;5.0;3.0
35;29;1253.0;3195.0;1.0;1.0
36;29;1713.0;1166.0;2.0;2.0
37;29;1857.0;976.0;5.0;4.0
38;31;4336.0;2969.0;5.0;4.0
39;32;5035.0;2146.0;1.0;1.0
40;34;397.0;910.0;2.0;4.0
41;36;1777.0;527.0;2.0;1.0
42;37;1328.0;871.0;3.0;3.0
43;37;1519.0;875.0;2.0;3.0
44;38;1713.0;2414.0;1.0;1.0
45;39;1966.0;1619.0;1.0;1.0
46;40;1294.0;869.0;2.0;3.0
47;42;4197.0;1893.0;1.0;3.0
48;43;3636.0;1711.0;4.0;3.0
49;44;5406.0;748.0;1.0;1.0
50;45;4266.0;1047.0;1.0;1.0
51;46;2851.0;1880.0;1.0;3.0
52;47;4779.0;2610.0;3.0;2.0
53;48;806.0;1992.0;2.0;4.0
54;48;2692.0;2661.0;1.0;1.0
55;49;1259.0;2374.0;2.0;2.0
56;49;1339.0;3182.0;4.0;2.0
57;50;604.0;2300.0;1.0;1.0
58;52;3436.0;1247.0;1.0;1.0
59;54;806.0;2775.0;2.0;3.0
60;55;172.0;3083.0;2.0;3.0
61;57;1338.0;2207.0;1.0;1.0
62;57;2441.0;2929.0;1.0;3.0
63;57;3624.0;2929.0;2.0;3.0
64;57;4045.0;1717.0;1.0;2.0
65;58;560.0;2910.0;1.0;2.0
66;58;1868.0;1103.0;1.0;1.0
67;59;1544.0;2894.0;1.0;2.0
68;60;217.0;607.0;1.0;1.0
69;60;4261.0;256.0;1.0;1.0
70;61;5350.0;2930.0;2.0;2.0
71;62;1134.0;2993.0;5.0;4.0
72;63;662.0;2905.0;1.0;3.0
73;63;4039.0;1414.0;1.0;2.0
74;64;3303.0;2205.0;1.0;3.0
75;64;4977.0;3177.0;1.0;1.0
76;65;2269.0;3157.0;1.0;2.0
77;65;3632.0;2901.0;1.0;2.0
78;66;4539.0;2943.0;2.0;4.0
79;68;3703.0;2833.0;1.0;2.0
80;69;871.0;1210.0;1.0;3.0
81;69;2634.0;683.0;3.0;4.0
82;71;466.0;277.0;1.0;1.0
83;72;5120.0;138.0;5.0;2.0
84;73;1019.0;1756.0;1.0;1.0
85;75;621.0;1807.0;1.0;2.0
86;77;1653.0;1125.0;4.0;2.0
87;79;3119.0;3183.0;1.0;1.0
88;79;4290.0;3187.0;2.0;3.0
89;81;5193.0;955.0;6.0;3.0
90;82;2021.0;2802.0;1.0;1.0
91;82;3577.0;3186.0;1.0;1.0
92;83;2531.0;1308.0;1.0;3.0
93;85;1202.0;1552.0;1.0;1.0
94;87;5533.0;3101.0;2.0;3.0
95;89;2133.0;2883.0;1.0;1.0
96;91;1761.0;761.0;3.0;3.0
97;91;4720.0;2107.0;1.0;1.0
98;92;715.0;1740.0;1.0;3.0
99;94;5688.0;901.0;2.0;4.0
100;96;3894.0;258.0;4.0;2.0
101;96;5591.0;152.0;3.0;2.0
102;97;3574.0;2774.0;1.0;1.0
103;98;1302.0;2866.0;1.0;1.0
104;98;5430.0;1216.0;1.0;1.0
105;99;1177.0;2931.0;1.0;1.0
106;99;3926.0;197.0;1.0;1.0
