ID,WIDTH,HEIGHT
0,17,6
1,3,5
2,16,5
3,4,4
4,4,3
5,4,5
6,4,4
7,12,4
8,3,11
9,3,4
10,40,13
11,8,20
12,3,9
13,4,28
14,9,11
15,3,22
16,4,3
17,4,3
18,20,4
19,4,35
20,4,4
21,23,34
22,4,29
23,3,12
24,11,8
25,4,21
26,7,35
27,23,35
28,3,4
29,4,5
30,3,15
31,12,6
32,37,15
33,3,4
34,3,3
35,34,11
36,4,5
37,23,4
38,23,4
39,37,3
40,7,50
41,20,3
42,3,5
43,4,7
44,10,6
45,7,6
46,5,8
47,3,3
48,4,4
49,9,24
50,11,8
51,4,3
52,3,5
53,8,10
54,7,3
55,3,3
56,3,5
57,16,5
58,7,4
59,3,10
60,12,10
61,18,4
62,3,5
63,5,16
64,20,5
65,4,5
66,4,5
67,8,6
68,10,3
69,3,4
70,3,7
71,11,19
72,13,43
73,5,20
74,5,11
75,4,4
76,9,3
77,3,4
78,3,14
79,10,6
