        50       100       100
      1720        43        40         3
      4148        68        61         3
      4356        66        66         1
      1053        27        39         3
      1980        66        30         2
      2548        52        49         3
      1107        41        27         1
      3774        51        74         2
      1848        44        42         3
      2624        64        41         4
      2613        39        67         4
      1248        48        26         4
      2968        56        53         1
      2898        42        69         4
      1196        46        26         2
      1216        32        38         3
       700        25        28         4
      2065        35        59         2
      2756        52        53         4
      1700        34        50         1
      2010        30        67         3
      1600        25        64         3
      2960        40        74         2
      1650        33        50         2
      4752        72        66         1
       702        27        26         2
      1450        29        50         4
      2706        41        66         4
      3796        52        73         4
      2046        62        33         2
      1798        58        31         4
      3850        55        70         4
      1107        27        41         1
      2304        72        32         4
      1036        28        37         3
      2688        42        64         2
      3763        53        71         2
      4248        59        72         1
      1650        33        50         4
      1505        43        35         3
      2176        64        34         1
      2139        69        31         3
      2993        41        73         1
      2040        30        68         3
      1312        41        32         4
      2680        40        67         3
      2964        52        57         3
      1482        38        39         4
      4536        72        63         2
      4680        65        72         3
