ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,100,33,31,1,1,0,0,1,1,7
1,84,68,42,1,1,0,0,1,1,6
2,95,84,31,1,1,0,0,0,0,10
3,57,39,30,1,1,1,1,1,1,4
4,76,71,60,1,1,1,1,1,1,6
5,71,68,46,1,1,1,1,1,1,9
6,109,51,26,1,1,0,0,1,1,7
7,109,54,45,1,1,0,0,1,1,8
8,84,55,29,1,1,0,0,1,1,14
9,104,66,20,1,1,0,0,0,0,8
10,119,76,39,1,1,0,0,1,1,10
11,75,74,43,1,1,1,1,1,1,9
12,84,36,26,1,1,0,0,1,1,6
13,77,45,32,1,1,0,0,1,1,9
14,75,57,42,1,1,1,1,1,1,11
15,51,50,42,1,1,1,1,1,1,3
16,63,59,41,1,1,1,1,1,1,8
17,71,70,34,1,1,0,0,0,0,10
18,74,71,66,1,1,1,1,1,1,7
19,38,31,30,1,1,1,1,1,1,10
