ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,91,54,45,1,1,0,0,1,1,8
1,105,77,72,1,1,1,1,1,1,5
2,79,78,48,1,1,1,1,1,1,6
3,109,76,59,1,1,1,1,1,1,5
4,48,37,30,1,1,1,1,1,1,10
5,44,37,27,1,1,1,1,1,1,6
6,79,76,54,1,1,1,1,1,1,5
7,116,78,20,1,1,0,0,0,0,6
8,101,71,49,1,1,0,0,1,1,6
9,102,100,49,1,1,0,0,0,0,4
10,105,43,22,1,1,0,0,1,1,6
11,107,84,61,1,1,1,1,1,1,9
12,110,71,23,1,1,0,0,0,0,2
13,75,39,34,1,1,0,0,1,1,7
14,73,47,32,1,1,0,0,1,1,6
15,60,60,25,1,1,0,0,0,0,9
16,43,33,31,1,1,1,1,1,1,7
17,100,74,57,1,1,1,1,1,1,7
18,93,47,41,1,1,0,0,1,1,10
19,45,33,28,1,1,1,1,1,1,7
