ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,60,44,36,1,1,1,1,1,1,4
1,76,42,40,1,1,1,1,1,1,3
2,65,49,48,1,1,1,1,1,1,6
3,109,92,51,1,1,0,0,1,1,5
4,93,42,31,1,1,0,0,1,1,6
5,83,64,59,1,1,1,1,1,1,3
6,96,90,55,1,1,1,1,1,1,4
7,52,42,31,1,1,1,1,1,1,5
8,98,72,61,1,1,1,1,1,1,6
9,118,98,57,1,1,0,0,1,1,7
10,48,31,25,1,1,1,1,1,1,2
11,75,67,50,1,1,1,1,1,1,4
12,120,66,32,1,1,0,0,0,0,8
13,91,76,65,1,1,1,1,1,1,5
14,102,71,49,1,1,0,0,1,1,9
15,93,89,59,1,1,1,1,1,1,6
16,76,48,23,1,1,0,0,0,0,7
17,63,53,23,1,1,0,0,0,0,4
18,83,59,27,1,1,0,0,0,0,6
19,85,69,53,1,1,1,1,1,1,5
