ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,90,73,37,1,1,0,0,1,1,7
1,102,95,33,1,1,0,0,0,0,4
2,117,38,30,1,1,0,0,1,1,7
3,75,73,57,1,1,1,1,1,1,7
4,86,36,34,1,1,0,0,1,1,8
5,101,81,62,1,1,1,1,1,1,4
6,90,66,65,1,1,1,1,1,1,10
7,76,69,51,1,1,1,1,1,1,6
8,65,30,30,1,1,0,0,1,1,5
9,61,46,37,1,1,1,1,1,1,6
10,96,52,45,1,1,0,0,1,1,6
11,112,57,27,1,1,0,0,0,0,7
12,103,93,54,1,1,1,1,1,1,2
13,110,84,68,1,1,1,1,1,1,7
14,92,30,27,1,1,0,0,1,1,10
15,116,48,33,1,1,0,0,1,1,5
16,70,43,40,1,1,1,1,1,1,3
17,87,64,54,1,1,1,1,1,1,5
18,88,82,32,1,1,0,0,0,0,9
19,102,76,45,1,1,0,0,1,1,3
