ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,100,44,37,1,1,0,0,1,1,6
1,90,78,55,1,1,1,1,1,1,5
2,65,57,42,1,1,1,1,1,1,5
3,85,58,41,1,1,0,0,1,1,7
4,81,69,50,1,1,1,1,1,1,8
5,84,78,51,1,1,1,1,1,1,4
6,109,73,73,1,1,1,1,1,1,3
7,73,58,52,1,1,1,1,1,1,5
8,73,49,40,1,1,1,1,1,1,6
9,120,60,39,1,1,0,0,1,1,7
10,111,80,68,1,1,1,1,1,1,7
11,71,70,53,1,1,1,1,1,1,6
12,71,70,59,1,1,1,1,1,1,7
13,93,78,33,1,1,0,0,0,0,7
14,83,71,43,1,1,1,1,1,1,7
15,49,48,23,1,1,0,0,0,0,4
16,94,49,44,1,1,0,0,1,1,5
17,66,30,27,1,1,0,0,1,1,8
18,77,54,40,1,1,1,1,1,1,4
19,79,73,61,1,1,1,1,1,1,6
