ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,96,95,68,1,1,1,1,1,1,8
1,69,61,35,1,1,1,1,1,1,4
2,107,70,55,1,1,1,1,1,1,3
3,92,85,34,1,1,0,0,0,0,4
4,96,60,31,1,1,0,0,1,1,4
5,66,38,38,1,1,1,1,1,1,5
6,63,57,36,1,1,1,1,1,1,6
7,51,31,31,1,1,1,1,1,1,6
8,100,75,44,1,1,0,0,1,1,8
9,78,66,53,1,1,1,1,1,1,6
10,33,32,29,1,1,1,1,1,1,4
11,81,72,45,1,1,1,1,1,1,12
12,88,57,38,1,1,0,0,1,1,9
13,52,34,21,1,1,0,0,1,1,6
14,112,69,31,1,1,0,0,0,0,6
15,63,59,57,1,1,1,1,1,1,9
16,76,65,48,1,1,1,1,1,1,6
17,92,60,46,1,1,0,0,1,1,7
18,118,55,52,1,1,0,0,1,1,7
19,96,93,22,1,1,0,0,0,0,7
