ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,78,69,37,1,1,0,0,1,1,4
1,115,90,58,1,1,1,1,1,1,7
2,68,53,20,1,1,0,0,0,0,5
3,119,71,47,1,1,0,0,1,1,6
4,100,82,57,1,1,1,1,1,1,3
5,88,76,52,1,1,1,1,1,1,3
6,95,90,43,1,1,0,0,0,0,6
7,87,72,62,1,1,1,1,1,1,7
8,80,66,47,1,1,1,1,1,1,3
9,120,78,67,1,1,1,1,1,1,4
10,103,65,60,1,1,1,1,1,1,3
11,86,60,50,1,1,1,1,1,1,4
12,80,49,37,1,1,0,0,1,1,5
13,94,83,36,1,1,0,0,0,0,4
14,92,59,51,1,1,1,1,1,1,6
15,118,67,35,1,1,0,0,1,1,5
16,80,78,62,1,1,1,1,1,1,4
17,91,58,33,1,1,0,0,1,1,5
18,114,78,49,1,1,0,0,1,1,4
19,76,54,40,1,1,1,1,1,1,2
