ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,64,53,32,1,1,0,0,1,1,5
1,51,42,28,1,1,1,1,1,1,10
2,49,32,30,1,1,1,1,1,1,13
3,109,68,59,1,1,1,1,1,1,2
4,66,43,32,1,1,0,0,1,1,10
5,120,71,47,1,1,0,0,1,1,7
6,109,57,41,1,1,0,0,1,1,10
7,100,70,28,1,1,0,0,0,0,6
8,76,70,51,1,1,1,1,1,1,7
9,85,40,26,1,1,0,0,1,1,4
10,79,71,55,1,1,1,1,1,1,8
11,93,73,55,1,1,1,1,1,1,6
12,101,75,75,1,1,1,1,1,1,7
13,89,58,53,1,1,1,1,1,1,8
14,98,53,36,1,1,0,0,1,1,7
15,118,53,31,1,1,0,0,1,1,8
16,77,43,37,1,1,0,0,1,1,6
17,64,60,46,1,1,1,1,1,1,5
18,74,67,37,1,1,0,0,1,1,5
19,89,47,38,1,1,0,0,1,1,9
