ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,106,55,38,1,1,0,0,1,1,8
1,69,50,48,1,1,1,1,1,1,11
2,106,63,57,1,1,1,1,1,1,11
3,71,66,51,1,1,1,1,1,1,5
4,62,41,36,1,1,1,1,1,1,9
5,75,49,39,1,1,1,1,1,1,7
6,90,64,53,1,1,1,1,1,1,9
7,96,79,55,1,1,1,1,1,1,10
8,83,75,67,1,1,1,1,1,1,5
9,58,48,30,1,1,1,1,1,1,6
10,81,59,24,1,1,0,0,0,0,8
11,71,56,41,1,1,1,1,1,1,4
12,111,76,40,1,1,0,0,1,1,8
13,113,27,26,1,1,0,0,1,1,4
14,50,41,36,1,1,1,1,1,1,8
15,57,55,50,1,1,1,1,1,1,7
16,42,25,21,1,1,0,0,1,1,7
17,115,44,29,1,1,0,0,1,1,3
18,78,54,52,1,1,1,1,1,1,9
19,87,68,31,1,1,0,0,0,0,5
