ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,55,37,22,1,1,0,0,1,1,5
1,72,55,31,1,1,0,0,1,1,10
2,61,56,36,1,1,1,1,1,1,4
3,76,72,22,1,1,0,0,0,0,5
4,74,66,61,1,1,1,1,1,1,5
5,43,39,32,1,1,1,1,1,1,8
6,108,98,27,1,1,0,0,0,0,4
7,109,73,65,1,1,1,1,1,1,6
8,97,92,40,1,1,0,0,0,0,7
9,109,80,62,1,1,1,1,1,1,6
10,57,57,45,1,1,1,1,1,1,3
11,114,43,41,1,1,0,0,1,1,6
12,100,69,67,1,1,1,1,1,1,6
13,82,68,24,1,1,0,0,0,0,4
14,97,34,31,1,1,0,0,1,1,3
15,99,95,60,1,1,1,1,1,1,7
16,79,45,45,1,1,1,1,1,1,7
17,44,35,30,1,1,1,1,1,1,2
18,85,65,55,1,1,1,1,1,1,6
19,100,91,76,1,1,1,1,1,1,4
