ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,60,45,26,1,1,0,0,1,1,9
1,71,43,39,1,1,1,1,1,1,6
2,99,71,64,1,1,1,1,1,1,7
3,61,41,40,1,1,1,1,1,1,3
4,83,79,43,1,1,1,1,1,1,3
5,63,52,35,1,1,1,1,1,1,4
6,54,33,20,1,1,0,0,1,1,5
7,62,57,51,1,1,1,1,1,1,9
8,79,76,71,1,1,1,1,1,1,6
9,91,81,48,1,1,1,1,1,1,5
10,95,70,23,1,1,0,0,0,0,4
11,101,57,42,1,1,0,0,1,1,11
12,119,76,61,1,1,1,1,1,1,8
13,78,54,22,1,1,0,0,0,0,7
14,93,68,25,1,1,0,0,0,0,9
15,104,94,27,1,1,0,0,0,0,2
16,66,65,36,1,1,1,1,1,1,12
17,68,66,48,1,1,1,1,1,1,11
18,100,46,21,1,1,0,0,0,0,4
19,106,81,30,1,1,0,0,0,0,10
