ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,105,81,46,1,1,0,0,1,1,11
1,115,81,61,1,1,1,1,1,1,9
2,72,51,23,1,1,0,0,0,0,4
3,65,56,33,1,1,1,1,1,1,4
4,60,44,21,1,1,0,0,0,0,6
5,85,69,65,1,1,1,1,1,1,4
6,90,82,35,1,1,0,0,0,0,4
7,115,94,64,1,1,1,1,1,1,5
8,80,53,33,1,1,0,0,1,1,8
9,95,81,37,1,1,0,0,0,0,6
10,66,46,45,1,1,1,1,1,1,5
11,109,36,25,1,1,0,0,1,1,4
12,89,62,50,1,1,1,1,1,1,9
13,54,32,27,1,1,0,0,1,1,8
14,79,33,32,1,1,0,0,1,1,4
15,80,50,47,1,1,1,1,1,1,5
16,81,57,44,1,1,1,1,1,1,1
17,107,31,21,1,1,0,0,1,1,7
18,91,85,80,1,1,1,1,1,1,5
19,93,68,27,1,1,0,0,0,0,7
