ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,75,73,69,1,1,1,1,1,1,8
1,66,56,40,1,1,1,1,1,1,5
2,64,51,41,1,1,1,1,1,1,8
3,90,52,28,1,1,0,0,1,1,9
4,73,33,28,1,1,0,0,1,1,9
5,91,76,60,1,1,1,1,1,1,7
6,54,45,28,1,1,1,1,1,1,10
7,107,81,56,1,1,1,1,1,1,7
8,63,53,44,1,1,1,1,1,1,10
9,88,75,50,1,1,1,1,1,1,11
10,79,76,20,1,1,0,0,0,0,2
11,116,71,66,1,1,1,1,1,1,7
12,84,52,35,1,1,0,0,1,1,6
13,61,56,22,1,1,0,0,0,0,4
14,54,53,31,1,1,1,1,1,1,4
15,86,85,53,1,1,1,1,1,1,6
16,84,71,29,1,1,0,0,0,0,8
17,80,52,41,1,1,1,1,1,1,7
18,83,33,26,1,1,0,0,1,1,4
19,99,60,38,1,1,0,0,1,1,2
