ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,97,81,27,1,1,0,0,0,0,4
1,102,78,39,1,1,0,0,0,0,4
2,113,46,36,1,1,0,0,1,1,10
3,66,50,42,1,1,1,1,1,1,7
4,101,30,26,1,1,0,0,1,1,6
5,100,56,35,1,1,0,0,1,1,6
6,91,50,40,1,1,0,0,1,1,4
7,106,61,56,1,1,1,1,1,1,4
8,103,63,58,1,1,1,1,1,1,9
9,75,57,41,1,1,1,1,1,1,7
10,71,68,64,1,1,1,1,1,1,5
11,85,67,39,1,1,0,0,1,1,7
12,97,63,56,1,1,1,1,1,1,7
13,61,48,30,1,1,0,0,1,1,5
14,80,54,35,1,1,0,0,1,1,5
15,73,66,62,1,1,1,1,1,1,12
16,90,74,69,1,1,1,1,1,1,8
17,118,61,40,1,1,0,0,1,1,4
18,94,43,31,1,1,0,0,1,1,4
19,90,49,30,1,1,0,0,1,1,8
