ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,105,68,42,1,1,0,0,1,1,6
1,75,37,24,1,1,0,0,1,1,7
2,79,73,26,1,1,0,0,0,0,11
3,95,53,38,1,1,0,0,1,1,8
4,50,41,40,1,1,1,1,1,1,9
5,80,59,52,1,1,1,1,1,1,6
6,90,74,35,1,1,0,0,0,0,5
7,87,60,60,1,1,1,1,1,1,7
8,68,50,39,1,1,1,1,1,1,3
9,78,64,25,1,1,0,0,0,0,7
10,73,65,52,1,1,1,1,1,1,8
11,83,48,38,1,1,0,0,1,1,8
12,87,76,44,1,1,1,1,1,1,6
13,60,38,26,1,1,0,0,1,1,10
14,82,65,64,1,1,1,1,1,1,4
15,52,48,38,1,1,1,1,1,1,6
16,95,91,63,1,1,1,1,1,1,10
17,111,75,25,1,1,0,0,0,0,4
18,117,81,36,1,1,0,0,0,0,8
19,67,45,38,1,1,1,1,1,1,9
