ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,64,42,26,1,1,0,0,1,1,9
1,92,58,52,1,1,1,1,1,1,7
2,92,85,21,1,1,0,0,0,0,8
3,90,49,33,1,1,0,0,1,1,8
4,54,48,34,1,1,1,1,1,1,6
5,95,62,45,1,1,0,0,1,1,6
6,72,49,46,1,1,1,1,1,1,8
7,56,42,25,1,1,0,0,1,1,10
8,64,34,26,1,1,0,0,1,1,5
9,113,90,54,1,1,0,0,1,1,6
10,113,52,42,1,1,0,0,1,1,5
11,94,86,38,1,1,0,0,0,0,6
12,81,80,68,1,1,1,1,1,1,5
13,87,79,55,1,1,1,1,1,1,9
14,81,52,45,1,1,1,1,1,1,13
15,113,32,24,1,1,0,0,1,1,10
16,92,57,25,1,1,0,0,0,0,5
17,100,40,33,1,1,0,0,1,1,6
18,113,93,40,1,1,0,0,0,0,6
19,74,65,22,1,1,0,0,0,0,13
