ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,78,49,47,1,1,1,1,1,1,6
1,46,45,43,1,1,1,1,1,1,4
2,98,44,36,1,1,0,0,1,1,4
3,100,89,31,1,1,0,0,0,0,8
4,108,76,47,1,1,0,0,1,1,6
5,75,36,28,1,1,0,0,1,1,6
6,108,82,56,1,1,1,1,1,1,5
7,45,41,24,1,1,1,1,1,1,4
8,103,48,38,1,1,0,0,1,1,8
9,74,62,46,1,1,1,1,1,1,7
10,96,56,44,1,1,0,0,1,1,11
11,117,64,42,1,1,0,0,1,1,4
12,73,71,50,1,1,1,1,1,1,9
13,61,48,47,1,1,1,1,1,1,3
14,91,49,27,1,1,0,0,1,1,9
15,78,77,28,1,1,0,0,0,0,7
16,119,78,34,1,1,0,0,0,0,3
17,106,78,63,1,1,1,1,1,1,6
18,82,68,62,1,1,1,1,1,1,6
19,100,73,53,1,1,1,1,1,1,6
