ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,97,77,66,1,1,1,1,1,1,6
1,81,69,69,1,1,1,1,1,1,5
2,109,53,24,1,1,0,0,0,0,12
3,98,33,20,1,1,0,0,1,1,8
4,86,56,34,1,1,0,0,1,1,8
5,76,50,35,1,1,0,0,1,1,6
6,109,42,22,1,1,0,0,1,1,3
7,82,69,42,1,1,1,1,1,1,9
8,58,43,31,1,1,1,1,1,1,6
9,99,80,48,1,1,0,0,1,1,5
10,89,68,39,1,1,0,0,1,1,4
11,74,53,40,1,1,1,1,1,1,7
12,97,43,32,1,1,0,0,1,1,7
13,112,70,51,1,1,0,0,1,1,8
14,73,29,20,1,1,0,0,1,1,3
15,74,72,68,1,1,1,1,1,1,4
16,70,64,58,1,1,1,1,1,1,6
17,90,62,38,1,1,0,0,1,1,8
18,76,69,58,1,1,1,1,1,1,10
19,113,65,53,1,1,0,0,1,1,5
