ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,85,73,40,1,1,0,0,1,1,4
1,73,62,54,1,1,1,1,1,1,6
2,90,63,41,1,1,0,0,1,1,7
3,75,61,24,1,1,0,0,0,0,5
4,57,53,44,1,1,1,1,1,1,4
5,93,70,45,1,1,0,0,1,1,7
6,73,36,33,1,1,0,0,1,1,9
7,95,80,75,1,1,1,1,1,1,5
8,93,89,78,1,1,1,1,1,1,5
9,113,87,65,1,1,1,1,1,1,6
10,72,46,30,1,1,0,0,1,1,8
11,100,78,70,1,1,1,1,1,1,3
12,53,47,34,1,1,1,1,1,1,6
13,87,54,46,1,1,1,1,1,1,5
14,52,41,37,1,1,1,1,1,1,7
15,79,76,33,1,1,0,0,0,0,8
16,77,77,65,1,1,1,1,1,1,8
17,65,59,27,1,1,0,0,0,0,9
18,54,42,31,1,1,1,1,1,1,7
19,87,45,44,1,1,1,1,1,1,8
