ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,65,51,50,1,1,1,1,1,1,6
1,113,78,28,1,1,0,0,0,0,9
2,120,35,32,1,1,0,0,1,1,5
3,71,53,20,1,1,0,0,0,0,7
4,94,70,64,1,1,1,1,1,1,4
5,64,33,32,1,1,0,0,1,1,10
6,71,35,21,1,1,0,0,1,1,7
7,85,59,49,1,1,1,1,1,1,4
8,108,62,53,1,1,0,0,1,1,7
9,116,56,25,1,1,0,0,0,0,6
10,75,69,35,1,1,0,0,1,1,8
11,114,85,53,1,1,0,0,1,1,5
12,55,35,20,1,1,0,0,1,1,6
13,89,72,66,1,1,1,1,1,1,5
14,92,62,47,1,1,1,1,1,1,7
15,103,99,42,1,1,0,0,0,0,7
16,66,55,32,1,1,0,0,1,1,8
17,93,62,39,1,1,0,0,1,1,5
18,86,64,50,1,1,1,1,1,1,5
19,75,71,68,1,1,1,1,1,1,10
