ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,113,80,29,1,1,0,0,0,0,4
1,98,65,62,1,1,1,1,1,1,5
2,60,59,46,1,1,1,1,1,1,5
3,100,97,64,1,1,1,1,1,1,5
4,99,88,23,1,1,0,0,0,0,3
5,106,49,33,1,1,0,0,1,1,5
6,78,54,30,1,1,0,0,1,1,1
7,71,68,41,1,1,1,1,1,1,3
8,83,80,35,1,1,0,0,0,0,5
9,99,55,27,1,1,0,0,0,0,7
10,91,51,43,1,1,0,0,1,1,5
11,99,78,72,1,1,1,1,1,1,4
12,102,88,37,1,1,0,0,0,0,9
13,97,75,72,1,1,1,1,1,1,6
14,83,63,27,1,1,0,0,0,0,3
15,78,38,36,1,1,0,0,1,1,6
16,120,88,55,1,1,0,0,1,1,10
17,77,72,38,1,1,0,0,1,1,8
18,45,38,25,1,1,1,1,1,1,4
19,73,48,23,1,1,0,0,0,0,7
