ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,60,40,32,1,1,1,1,1,1,7
1,98,75,55,1,1,1,1,1,1,3
2,60,59,39,1,1,1,1,1,1,6
3,81,56,40,1,1,0,0,1,1,9
4,119,34,25,1,1,0,0,1,1,13
5,107,61,42,1,1,0,0,1,1,13
6,108,85,20,1,1,0,0,0,0,9
7,97,66,45,1,1,0,0,1,1,6
8,66,35,26,1,1,0,0,1,1,4
9,69,32,20,1,1,0,0,1,1,6
10,78,63,38,1,1,0,0,1,1,5
11,95,77,47,1,1,0,0,1,1,4
12,40,34,30,1,1,1,1,1,1,9
13,88,42,20,1,1,0,0,0,0,9
14,103,84,69,1,1,1,1,1,1,10
15,119,72,34,1,1,0,0,0,0,10
16,115,61,47,1,1,0,0,1,1,5
17,68,50,28,1,1,0,0,1,1,8
18,71,63,24,1,1,0,0,0,0,6
19,87,68,40,1,1,0,0,1,1,7
