ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,90,41,34,1,1,0,0,1,1,7
1,64,32,28,1,1,0,0,1,1,18
2,42,31,31,1,1,1,1,1,1,11
3,94,90,44,1,1,0,0,0,0,4
4,68,63,53,1,1,1,1,1,1,8
5,55,30,21,1,1,0,0,1,1,6
6,72,64,31,1,1,0,0,0,0,7
7,75,56,34,1,1,0,0,1,1,4
8,62,34,31,1,1,0,0,1,1,7
9,79,55,32,1,1,0,0,1,1,8
10,99,74,27,1,1,0,0,0,0,5
11,89,54,48,1,1,1,1,1,1,11
12,93,78,32,1,1,0,0,0,0,8
13,119,80,59,1,1,0,0,1,1,3
14,80,72,42,1,1,1,1,1,1,10
15,111,47,27,1,1,0,0,1,1,9
16,73,72,49,1,1,1,1,1,1,6
17,115,87,32,1,1,0,0,0,0,14
18,100,66,61,1,1,1,1,1,1,8
19,80,61,23,1,1,0,0,0,0,8
