ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,73,73,36,1,1,0,0,0,0,11
1,87,49,26,1,1,0,0,1,1,9
2,68,53,44,1,1,1,1,1,1,6
3,73,57,33,1,1,0,0,1,1,6
4,65,49,47,1,1,1,1,1,1,7
5,80,65,35,1,1,0,0,1,1,11
6,72,35,26,1,1,0,0,1,1,13
7,75,68,40,1,1,1,1,1,1,8
8,104,53,34,1,1,0,0,1,1,9
9,97,93,45,1,1,0,0,0,0,6
10,79,54,49,1,1,1,1,1,1,7
11,52,32,27,1,1,1,1,1,1,13
12,84,72,59,1,1,1,1,1,1,8
13,74,71,53,1,1,1,1,1,1,9
14,102,70,27,1,1,0,0,0,0,9
15,80,79,52,1,1,1,1,1,1,6
16,102,87,35,1,1,0,0,0,0,8
17,70,31,27,1,1,0,0,1,1,5
18,60,57,51,1,1,1,1,1,1,3
19,84,76,38,1,1,0,0,0,0,4
