ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,114,54,20,1,1,0,0,0,0,6
1,92,87,50,1,1,1,1,1,1,6
2,114,43,26,1,1,0,0,1,1,4
3,93,69,42,1,1,0,0,1,1,5
4,80,79,64,1,1,1,1,1,1,5
5,99,80,29,1,1,0,0,0,0,5
6,60,54,47,1,1,1,1,1,1,3
7,54,53,32,1,1,1,1,1,1,3
8,113,75,68,1,1,1,1,1,1,15
9,67,66,49,1,1,1,1,1,1,4
10,65,30,21,1,1,0,0,1,1,3
11,110,63,29,1,1,0,0,0,0,4
12,75,60,27,1,1,0,0,0,0,7
13,95,71,40,1,1,0,0,1,1,2
14,92,74,67,1,1,1,1,1,1,11
15,55,43,38,1,1,1,1,1,1,6
16,105,32,31,1,1,0,0,1,1,4
17,90,81,46,1,1,1,1,1,1,4
18,90,60,38,1,1,0,0,1,1,8
19,77,42,22,1,1,0,0,1,1,3
