ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,100,60,40,1,1,0,0,1,1,5
1,89,67,34,1,1,0,0,1,1,4
2,92,80,38,1,1,0,0,0,0,7
3,90,81,24,1,1,0,0,0,0,12
4,84,52,38,1,1,0,0,1,1,8
5,77,54,46,1,1,1,1,1,1,6
6,90,49,33,1,1,0,0,1,1,5
7,78,45,27,1,1,0,0,1,1,9
8,76,57,28,1,1,0,0,0,0,11
9,102,38,27,1,1,0,0,1,1,4
10,55,45,39,1,1,1,1,1,1,7
11,115,78,29,1,1,0,0,0,0,4
12,98,58,53,1,1,1,1,1,1,6
13,75,64,44,1,1,1,1,1,1,11
14,61,57,20,1,1,0,0,0,0,5
15,94,92,78,1,1,1,1,1,1,6
16,114,58,42,1,1,0,0,1,1,7
17,98,67,27,1,1,0,0,0,0,7
18,85,79,45,1,1,1,1,1,1,12
19,111,49,22,1,1,0,0,0,0,6
