ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,86,65,57,1,1,1,1,1,1,4
1,61,37,32,1,1,1,1,1,1,3
2,39,33,27,1,1,1,1,1,1,8
3,85,33,26,1,1,0,0,1,1,5
4,101,94,42,1,1,0,0,0,0,3
5,65,53,46,1,1,1,1,1,1,4
6,76,72,39,1,1,1,1,1,1,5
7,47,42,25,1,1,1,1,1,1,3
8,93,76,60,1,1,1,1,1,1,4
9,95,74,51,1,1,1,1,1,1,8
10,97,66,32,1,1,0,0,0,0,4
11,116,78,37,1,1,0,0,0,0,6
12,98,53,47,1,1,0,0,1,1,5
13,68,63,60,1,1,1,1,1,1,9
14,93,91,68,1,1,1,1,1,1,7
15,90,88,35,1,1,0,0,0,0,3
16,93,71,66,1,1,1,1,1,1,5
17,100,89,70,1,1,1,1,1,1,6
18,94,84,35,1,1,0,0,0,0,9
19,74,40,30,1,1,0,0,1,1,5
