ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,75,58,57,1,1,1,1,1,1,3
1,57,37,30,1,1,1,1,1,1,5
2,79,74,35,1,1,0,0,0,0,4
3,104,99,74,1,1,1,1,1,1,6
4,55,46,31,1,1,1,1,1,1,9
5,99,98,33,1,1,0,0,0,0,6
6,90,85,59,1,1,1,1,1,1,7
7,115,74,44,1,1,0,0,1,1,4
8,107,67,21,1,1,0,0,0,0,6
9,81,76,55,1,1,1,1,1,1,9
10,118,84,27,1,1,0,0,0,0,9
11,67,60,38,1,1,1,1,1,1,6
12,78,48,46,1,1,1,1,1,1,8
13,67,53,49,1,1,1,1,1,1,3
14,74,43,38,1,1,1,1,1,1,4
15,89,81,62,1,1,1,1,1,1,5
16,95,54,28,1,1,0,0,1,1,5
17,72,72,51,1,1,1,1,1,1,8
18,93,72,35,1,1,0,0,0,0,6
19,40,33,23,1,1,1,1,1,1,6
