ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,82,80,71,1,1,1,1,1,1,7
1,66,37,27,1,1,0,0,1,1,5
2,77,76,31,1,1,0,0,0,0,3
3,100,56,38,1,1,0,0,1,1,2
4,93,86,67,1,1,1,1,1,1,3
5,89,76,30,1,1,0,0,0,0,3
6,98,90,67,1,1,1,1,1,1,6
7,87,52,42,1,1,0,0,1,1,2
8,53,42,35,1,1,1,1,1,1,5
9,116,53,36,1,1,0,0,1,1,3
10,85,79,46,1,1,1,1,1,1,2
11,106,91,24,1,1,0,0,0,0,4
12,112,84,46,1,1,0,0,1,1,10
13,89,56,47,1,1,1,1,1,1,7
14,62,51,39,1,1,1,1,1,1,3
15,69,67,50,1,1,1,1,1,1,8
16,93,74,46,1,1,0,0,1,1,5
17,74,48,35,1,1,0,0,1,1,2
18,95,87,66,1,1,1,1,1,1,10
19,84,54,30,1,1,0,0,1,1,6
