ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,86,79,69,1,1,1,1,1,1,6
1,53,46,31,1,1,1,1,1,1,3
2,96,51,37,1,1,0,0,1,1,5
3,119,55,54,1,1,0,0,1,1,5
4,77,74,37,1,1,0,0,0,0,7
5,96,73,24,1,1,0,0,0,0,3
6,75,67,54,1,1,1,1,1,1,8
7,88,71,61,1,1,1,1,1,1,7
8,120,93,46,1,1,0,0,0,0,3
9,104,70,69,1,1,1,1,1,1,5
10,72,69,61,1,1,1,1,1,1,5
11,68,51,43,1,1,1,1,1,1,4
12,118,71,53,1,1,0,0,1,1,5
13,78,57,54,1,1,1,1,1,1,8
14,72,67,22,1,1,0,0,0,0,4
15,84,82,34,1,1,0,0,0,0,3
16,74,72,33,1,1,0,0,0,0,8
17,48,37,36,1,1,1,1,1,1,7
18,69,57,36,1,1,1,1,1,1,4
19,109,68,59,1,1,1,1,1,1,8
