ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,98,73,44,1,1,0,0,1,1,4
1,60,60,38,1,1,1,1,1,1,5
2,105,73,60,1,1,1,1,1,1,5
3,90,77,52,1,1,1,1,1,1,7
4,66,58,24,1,1,0,0,0,0,4
5,106,76,55,1,1,1,1,1,1,4
6,55,44,36,1,1,1,1,1,1,4
7,82,58,23,1,1,0,0,0,0,8
8,74,61,58,1,1,1,1,1,1,10
9,81,39,24,1,1,0,0,1,1,4
10,71,65,39,1,1,1,1,1,1,5
11,105,97,47,1,1,0,0,0,0,5
12,114,97,69,1,1,1,1,1,1,5
13,103,78,55,1,1,1,1,1,1,6
14,93,66,55,1,1,1,1,1,1,6
15,78,75,74,1,1,1,1,1,1,3
16,118,67,58,1,1,0,0,1,1,4
17,91,61,22,1,1,0,0,0,0,2
18,96,58,24,1,1,0,0,0,0,4
19,80,76,44,1,1,1,1,1,1,4
