ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,78,37,27,1,1,0,0,1,1,6
1,89,70,25,1,1,0,0,0,0,10
2,90,84,41,1,1,0,0,0,0,11
3,85,75,42,1,1,0,0,1,1,7
4,91,77,44,1,1,0,0,1,1,3
5,114,87,71,1,1,1,1,1,1,8
6,90,37,25,1,1,0,0,1,1,5
7,105,80,77,1,1,1,1,1,1,4
8,74,71,50,1,1,1,1,1,1,6
9,62,57,55,1,1,1,1,1,1,6
10,89,45,26,1,1,0,0,1,1,5
11,65,54,47,1,1,1,1,1,1,5
12,79,62,28,1,1,0,0,0,0,2
13,84,40,35,1,1,0,0,1,1,9
14,55,44,42,1,1,1,1,1,1,4
15,115,30,29,1,1,0,0,1,1,6
16,93,60,25,1,1,0,0,0,0,8
17,96,83,50,1,1,1,1,1,1,7
18,86,75,62,1,1,1,1,1,1,5
19,76,60,36,1,1,0,0,1,1,5
