ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,49,25,21,1,1,0,0,1,1,10
1,60,51,41,1,1,1,1,1,1,7
2,103,76,64,1,1,1,1,1,1,6
3,95,70,62,1,1,1,1,1,1,6
4,111,49,26,1,1,0,0,1,1,1
5,85,84,72,1,1,1,1,1,1,9
6,48,36,31,1,1,1,1,1,1,7
7,86,76,38,1,1,0,0,0,0,7
8,71,48,47,1,1,1,1,1,1,7
9,90,43,33,1,1,0,0,1,1,7
10,98,52,44,1,1,0,0,1,1,7
11,73,37,23,1,1,0,0,1,1,6
12,61,48,39,1,1,1,1,1,1,8
13,75,75,63,1,1,1,1,1,1,6
14,74,42,40,1,1,1,1,1,1,6
15,98,88,26,1,1,0,0,0,0,3
16,97,69,41,1,1,0,0,1,1,11
17,89,77,46,1,1,1,1,1,1,6
18,73,64,55,1,1,1,1,1,1,5
19,84,69,66,1,1,1,1,1,1,4
