ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,119,41,38,1,1,0,0,1,1,5
1,90,44,35,1,1,0,0,1,1,5
2,67,55,27,1,1,0,0,0,0,7
3,71,47,36,1,1,1,1,1,1,4
4,90,55,51,1,1,1,1,1,1,6
5,87,68,40,1,1,0,0,1,1,3
6,87,53,36,1,1,0,0,1,1,11
7,113,47,34,1,1,0,0,1,1,6
8,97,56,35,1,1,0,0,1,1,9
9,90,60,25,1,1,0,0,0,0,11
10,88,75,70,1,1,1,1,1,1,6
11,111,64,51,1,1,0,0,1,1,9
12,105,77,31,1,1,0,0,0,0,13
13,91,33,29,1,1,0,0,1,1,6
14,53,34,31,1,1,1,1,1,1,10
15,73,40,34,1,1,0,0,1,1,11
16,84,56,44,1,1,1,1,1,1,12
17,113,81,29,1,1,0,0,0,0,8
18,89,53,51,1,1,1,1,1,1,10
19,62,30,26,1,1,0,0,1,1,10
