ID,X,Y,Z,ROTATION_XYZ,ROTATION_YXZ,ROTATION_ZYX,ROTATION_YZX,ROTATION_XZY,ROTATION_ZXY,COPIES
0,99,68,23,1,1,0,0,0,0,10
1,68,52,40,1,1,1,1,1,1,10
2,101,66,61,1,1,1,1,1,1,10
3,57,56,22,1,1,0,0,0,0,6
4,81,54,47,1,1,1,1,1,1,11
5,86,34,25,1,1,0,0,1,1,5
6,54,46,27,1,1,0,0,1,1,8
7,95,65,34,1,1,0,0,1,1,7
8,105,57,29,1,1,0,0,1,1,9
9,120,63,28,1,1,0,0,0,0,7
10,64,62,42,1,1,1,1,1,1,9
11,78,65,21,1,1,0,0,0,0,7
12,98,94,45,1,1,0,0,0,0,6
13,94,58,26,1,1,0,0,0,0,5
14,113,81,51,1,1,0,0,1,1,5
15,83,80,76,1,1,1,1,1,1,6
16,86,64,53,1,1,1,1,1,1,6
17,68,44,33,1,1,0,0,1,1,5
18,52,40,31,1,1,1,1,1,1,7
19,95,67,38,1,1,0,0,1,1,4
