ID,BIN,X,Y,WIDTH,HEIGHT
0,1,1666,2790,3,4
1,2,1009,1725,1,1
2,2,1932,160,3,5
3,3,241,728,2,2
4,3,3031,1172,1,1
5,3,5009,31,3,2
6,4,2652,783,1,1
7,5,4771,1974,6,5
8,7,4117,1801,4,3
9,9,5755,414,4,5
10,11,4121,214,1,1
11,13,5409,2802,1,1
12,14,825,704,2,2
13,14,1140,643,1,1
14,14,1891,1722,1,1
15,14,4957,927,1,2
16,14,5707,1812,3,2
17,15,3788,933,1,1
18,15,4333,1953,1,1
19,15,5648,722,1,1
20,16,550,1105,1,2
21,16,1255,736,2,2
22,16,1689,1218,1,1
23,17,305,2093,1,1
24,17,1979,2372,1,1
25,17,4299,2480,2,2
26,18,1019,1155,1,1
27,18,1629,1877,1,1
28,18,3512,1730,1,2
29,18,5036,2050,1,1
30,19,191,443,1,1
31,19,394,1065,1,1
32,19,1897,2668,1,1
33,19,1897,2643,1,1
34,19,3326,691,1,1
35,20,802,2302,1,1
36,20,3623,2394,1,2
37,20,4707,143,1,1
38,20,4733,142,1,1
39,20,4818,142,1,1
40,21,31,2417,1,2
41,21,1767,2814,2,3
42,21,2785,986,1,1
43,21,5629,1779,1,1
44,21,5645,1777,1,1
45,22,2132,2539,2,1
46,23,378,994,1,1
47,25,2480,47,1,1
48,25,2743,1862,6,5
49,25,3992,3054,3,2
50,26,3590,3087,2,2
51,27,1409,2032,1,1
52,27,1718,128,1,1
53,28,798,84,1,2
54,28,5754,2540,2,1
55,29,895,27,1,1
56,29,2083,957,1,1
57,31,2683,1368,4,3
58,33,2912,2151,1,1
59,33,3864,2947,2,1
60,35,2165,1645,1,1
61,37,46,2476,2,3
62,37,3412,2708,2,1
63,37,5481,884,3,2
64,38,1444,711,3,2
65,38,4012,94,2,2
66,38,4768,2774,2,3
67,39,5207,1,3,3
68,41,2464,1230,1,1
69,43,2805,2227,3,2
70,43,4506,2547,1,1
71,44,5317,853,4,2
72,45,2909,2512,3,3
73,46,4751,2504,6,4
74,48,715,36,2,1
75,48,4276,674,2,3
76,50,3762,1766,6,4
77,51,3312,2283,3,3
78,52,4097,89,1,1
79,54,3691,1907,7,2
80,56,1419,3051,3,3
81,56,5706,3106,1,1
82,58,2862,2691,3,3
83,59,374,1442,6,5
84,61,5288,1731,3,3
85,62,3042,2892,3,4
86,64,4437,1628,1,1
87,64,4717,1960,1,1
88,65,401,1282,1,1
89,66,3874,372,1,1
90,66,141,2223,1,1
91,66,106,2117,1,1
92,67,4757,153,1,1
93,67,4702,1431,1,1
94,67,4709,1407,4,4
95,67,4714,1417,1,1
96,67,4746,1410,1,1
97,67,1959,59,1,1
98,68,260,802,1,1
99,69,1032,346,1,1
100,70,1567,77,1,1
101,70,1123,926,1,1
102,70,425,2394,3,2
103,70,1207,252,1,1
104,70,5466,2335,1,1
105,71,1927,967,1,1
106,71,2174,24,1,1
107,72,2565,370,3,2
108,72,2109,2400,2,1
109,73,5843,411,1,1
110,75,1011,1641,1,1
111,75,5089,841,1,1
112,75,161,454,1,1
113,75,952,818,1,1
114,76,2687,2366,1,1
115,76,2311,599,1,1
116,76,2562,746,1,1
117,77,4079,1884,1,1
118,78,5596,171,1,1
119,78,136,1542,1,1
120,79,500,1926,1,1
121,79,1122,650,2,1
122,79,1122,640,2,1
123,80,1493,32,2,1
124,80,247,75,1,1
125,80,4794,2458,1,1
126,80,3021,593,1,1
127,80,1507,55,2,2
128,80,4258,27,1,1
129,81,1815,1338,1,1
130,81,5560,2459,1,1
131,83,5981,861,1,1
132,85,1361,577,1,1
133,87,1237,191,1,1
134,88,3016,790,1,1
135,88,2594,1028,1,1
136,88,2952,883,1,1
137,89,117,165,1,1
138,90,2951,1493,1,1
139,90,3294,1322,1,1
140,90,2394,1505,1,1
141,91,1312,767,1,1
142,91,1884,272,1,1
143,91,576,1247,1,1
144,92,2583,1201,1,1
145,93,1148,264,1,1
146,93,1073,205,1,1
147,93,1239,241,5,3
148,94,5721,2024,1,1
149,94,4649,809,1,1
150,94,4417,1178,3,2
151,94,5641,2008,1,1
152,94,4185,1547,1,1
153,94,4493,1157,2,1
154,95,4541,501,1,1
155,96,4503,2327,1,1
156,96,3028,1478,1,1
157,97,4146,2196,1,1
158,97,1713,1457,1,1
159,98,1551,126,1,1
160,99,4247,365,1,1
161,99,1616,1646,1,1
162,99,662,256,1,1
