ID,BIN,X,Y,WIDTH,HEIGHT
0,0,332,522,4,4
1,0,3109,2841,1,1
2,0,3109,2843,1,3
3,0,3692,463,1,1
4,1,3437,866,2,4
5,2,1214,2889,1,1
6,2,2670,2429,1,1
7,2,2290,1411,1,2
8,3,2281,1188,2,3
9,3,2505,612,3,4
10,4,1439,2142,1,3
11,4,3646,2519,3,4
12,4,5554,1976,2,1
13,4,5554,1977,2,1
14,5,2653,3163,2,2
15,5,4092,2802,12,5
16,6,3367,2191,1,3
17,6,4574,2819,2,3
18,6,4683,2847,2,4
19,7,1649,2588,8,7
20,7,2070,2421,3,5
21,7,2475,244,3,4
22,7,2878,1008,3,4
23,7,5661,2874,12,7
24,8,209,556,5,4
25,8,407,2835,2,3
26,8,407,2837,2,3
27,8,536,2504,9,5
28,8,4412,2343,1,3
29,8,5492,2794,2,2
30,9,3146,997,2,4
31,9,3637,473,5,4
32,10,1176,1011,4,4
33,11,549,173,3,4
34,11,564,2583,1,2
35,11,4098,3036,1,2
36,11,4537,789,1,3
37,12,393,2855,8,4
38,12,491,223,6,4
39,12,736,557,3,5
40,12,4290,2906,2,3
41,12,5715,949,3,4
42,13,5546,2039,1,2
43,13,5761,567,4,4
44,13,5805,356,3,4
45,14,1696,731,4,4
46,14,4818,1041,5,4
47,14,5222,890,3,4
48,14,5286,766,1,3
49,15,2650,1054,2,4
50,15,3221,1038,3,4
51,15,3531,1128,1,2
52,15,3777,640,1,2
53,17,773,2850,2,1
54,17,1050,440,2,2
55,17,2207,2555,4,5
56,17,2564,3036,2,4
57,17,3946,1033,3,4
58,17,5423,1058,1,3
59,18,4377,2315,1,3
60,19,2399,2342,2,4
61,20,4036,2962,2,2
62,21,1489,398,2,2
63,21,5211,1109,1,3
64,21,5224,2558,2,1
65,22,964,2949,2,2
66,23,360,982,2,3
67,23,4915,2571,10,5
68,25,4476,2967,2,3
69,25,5550,1358,2,4
70,26,738,644,3,2
71,26,4686,2464,1,2
72,26,5711,2230,3,4
73,28,3525,1388,1,1
74,28,345,677,1,1
75,28,2437,3146,1,2
76,28,2769,410,8,6
77,29,248,300,1,1
78,29,4841,2211,1,1
79,29,5128,1002,4,3
80,30,2660,3131,1,1
81,30,1939,791,2,1
82,30,1165,2795,1,2
83,30,2428,922,3,4
84,30,4806,2476,1,2
85,31,5767,763,1,1
86,31,5777,716,1,1
87,31,5665,2274,1,1
88,31,3784,2174,1,1
89,32,1608,2159,1,1
90,32,5408,2936,1,1
91,32,2464,2010,1,1
92,32,1514,2221,1,1
93,32,1596,2176,1,1
94,32,1989,2115,4,2
95,34,3443,2377,1,1
96,34,5002,2113,1,1
97,34,2486,2368,1,1
98,34,3842,2591,1,2
99,34,4771,2426,2,5
100,35,2885,3027,1,1
101,35,1873,1152,1,1
102,35,1204,2938,4,3
103,35,1338,2973,1,1
104,35,2887,3012,2,3
105,35,3935,2833,2,2
106,37,798,2647,1,1
107,37,806,2647,1,1
108,37,3226,2661,1,1
109,37,746,1821,13,6
110,37,3971,1202,2,4
111,37,5063,462,2,2
112,38,42,2093,1,1
113,39,225,2679,1,1
114,39,286,1220,1,1
115,40,43,2184,2,2
116,40,5588,1676,1,3
117,40,5962,2760,1,3
118,42,2398,2833,1,1
119,42,4118,1404,1,1
120,42,3454,833,1,1
121,42,4313,3175,1,1
122,42,5633,1279,1,1
123,42,3403,1617,1,1
124,42,3408,1614,1,1
125,42,91,2793,1,2
126,43,88,809,1,1
127,43,5942,3005,1,1
128,43,380,2245,2,2
129,43,1716,2712,2,4
130,43,5818,3152,1,2
131,45,3077,3186,1,1
132,45,4121,1071,1,1
133,45,5326,2991,1,1
134,45,498,681,1,1
135,45,1427,2641,1,3
136,45,2684,2198,1,1
137,47,963,730,2,1
138,47,5748,3071,1,1
139,47,2813,936,1,1
140,47,2509,2396,1,1
141,47,5912,2180,1,1
142,48,5525,739,1,1
143,48,1706,3014,1,1
144,48,5332,380,2,1
145,49,5283,2756,1,1
146,49,117,1448,1,1
147,49,1251,2797,1,1
148,49,2135,3154,2,1
149,50,779,2988,2,1
150,50,4556,2966,1,1
151,50,777,1106,12,6
152,50,817,1089,15,5
