ID,WIDTH,HEIGHT,STACK_ID
0,752,1730,0
1,499,588,1
2,1034,2193,1
3,1034,2193,1
4,1277,1938,1
5,1277,1938,1
6,822,853,1
7,752,2083,1
8,663,1644,1
9,552,1390,1
10,552,1496,1
11,320,800,1
12,952,2783,1
13,499,588,2
14,1317,537,2
15,718,1275,2
16,718,1275,2
17,558,1045,2
18,718,1275,2
19,526,862,2
20,790,1019,2
21,252,1019,2
22,954,865,2
23,416,865,2
24,790,1189,2
25,222,1189,2
26,634,1032,3
27,752,367,3
28,614,1928,3
29,799,1978,3
30,682,1209,3
31,397,1194,3
32,397,1194,3
33,397,1194,3
34,397,1194,3
35,714,1615,3
36,554,1004,3
37,454,709,3
38,344,689,3
39,639,1892,4
40,340,2076,4
41,456,792,4
42,1640,1726,4
43,456,672,4
44,940,426,4
45,639,1892,5
46,340,1472,5
47,610,430,5
48,610,430,5
49,549,1507,5
50,549,1507,5
51,610,430,5
52,610,430,5
53,549,1507,5
54,549,1507,5
55,1080,277,5
56,778,1864,5
57,812,1760,5
58,639,1892,6
59,756,1566,6
60,746,1494,6
61,510,1791,6
62,474,976,6
63,474,976,6
64,472,1376,6
65,472,1376,6
66,499,1695,6
67,499,1695,6
68,340,1472,6
69,649,1470,6
70,649,1470,6
71,639,1892,7
72,752,1112,7
73,740,430,7
74,1078,296,8
75,687,612,8
76,419,1338,8
77,419,1338,8
78,428,1343,8
79,429,1343,8
80,586,588,8
81,771,931,8
82,936,1278,8
83,716,992,8
84,616,892,8
85,616,892,8
