ID,BIN,X,Y,WIDTH,HEIGHT
0,0,1623,3180,2,2
1,1,843,3012,4,6
2,3,1917,2350,3,3
3,4,3811,1752,1,2
4,4,4535,1686,1,2
5,4,2169,75,4,4
6,4,2665,362,1,2
7,4,5067,1505,1,2
8,4,5118,1572,1,2
9,4,5691,3080,3,2
10,4,5889,2652,1,2
11,5,5792,1453,1,1
12,5,184,3175,3,3
13,7,1109,2378,3,3
14,7,2046,571,1,2
15,7,2577,3098,13,5
16,7,5172,3094,17,4
17,9,1823,1797,1,1
18,9,4147,3107,1,1
19,9,1824,1797,1,1
20,9,354,2502,1,2
21,9,3998,3095,4,2
22,9,3991,3095,3,1
23,9,4139,3095,5,3
24,11,228,500,2,1
25,11,5805,631,1,1
26,11,268,1068,1,1
27,11,1137,158,1,2
28,11,4133,708,2,3
29,12,2295,3158,1,1
30,12,360,2630,1,1
31,12,2297,3160,1,1
32,12,876,2994,1,1
33,12,372,2649,1,1
34,12,2743,2746,3,1
35,12,5542,110,1,2
36,14,2762,2668,1,1
37,14,2763,2671,1,1
38,14,1432,546,1,2
39,14,2611,2228,4,5
40,14,5832,2824,1,2
41,15,3705,1407,1,1
42,15,5732,267,1,1
43,15,18,1909,4,4
44,15,2055,2583,1,2
45,15,5616,1463,5,6
46,16,2275,113,1,2
47,16,2475,205,2,3
48,16,3889,1132,1,2
49,16,4898,905,5,2
50,17,4198,2045,1,1
51,17,1375,2548,3,5
52,17,1698,112,3,4
53,17,2045,2113,1,2
54,17,4188,2038,5,5
55,17,5142,3180,1,2
56,17,5173,3145,1,2
57,17,5554,2931,3,2
58,18,733,3156,1,2
59,18,1943,2388,5,6
60,19,1848,1758,1,1
61,19,1847,1760,3,4
62,19,789,3115,2,2
63,19,2124,3180,4,3
64,19,2538,2280,1,2
65,20,5453,1453,1,1
66,22,218,922,2,1
67,22,2459,2943,1,1
68,22,209,58,1,2
69,22,2445,2926,2,3
70,24,2254,283,1,1
71,24,2483,1419,3,1
72,24,2460,1419,7,1
73,24,94,2137,1,2
74,24,939,2108,1,2
75,24,2001,2814,1,2
76,24,3597,1529,5,5
77,25,4463,2622,1,1
78,25,1183,2430,2,2
79,25,2031,728,5,3
80,25,3291,200,1,2
81,25,3717,1898,1,2
82,25,4502,1567,2,2
83,25,4558,1558,1,2
84,25,5940,703,1,2
85,26,1177,2461,1,1
86,26,5425,3175,1,1
87,26,5711,2399,1,2
88,26,5417,3177,1,1
89,26,1520,519,1,1
90,26,935,2412,1,4
91,26,5263,531,1,2
92,27,5940,1252,1,1
93,27,3213,393,1,2
94,27,4742,2813,2,4
95,28,3024,604,1,1
96,28,1747,1452,1,1
97,28,3021,589,1,2
98,28,4393,2519,1,2
99,28,2921,1072,1,3
100,28,4943,2572,3,2
101,29,5787,1470,1,1
102,29,3661,2955,1,1
103,29,4852,1473,1,2
104,29,39,563,1,1
105,29,4872,2704,1,2
106,30,3147,1898,1,1
107,30,1174,331,2,2
108,30,3423,1005,3,2
109,30,3575,237,4,3
110,31,285,1018,3,3
111,31,3062,2557,3,3
112,31,2440,2611,5,5
113,32,5636,3013,1,1
114,32,1590,2443,3,3
115,33,4585,3208,3,2
116,35,4920,166,3,2
117,35,5178,2689,3,2
118,35,5900,1542,1,1
119,35,4914,154,1,1
120,35,2882,2101,1,1
121,37,3719,660,1,2
122,37,4906,1623,2,2
123,39,1238,2713,1,1
124,39,4176,3042,1,1
125,39,3278,1685,1,1
126,39,858,76,1,1
127,39,3883,467,1,1
128,39,3772,2849,1,1
129,39,1079,2619,1,1
130,39,2158,1487,1,1
131,41,5106,2652,3,3
132,41,5092,2638,1,1
133,41,1248,1298,1,1
134,41,919,2509,1,1
135,41,1876,2930,1,1
136,41,5870,3086,4,1
137,41,1029,2584,1,1
138,41,5877,3086,3,1
139,43,3653,2505,1,1
140,43,4977,98,1,1
141,43,192,2222,1,1
142,43,1066,1486,1,1
143,43,2393,595,1,1
144,43,1049,3029,1,1
145,43,2935,1183,1,1
146,43,898,1632,1,1
147,45,5741,687,3,2
148,45,5474,992,1,1
149,45,5726,667,2,1
150,45,1813,496,1,1
151,45,2264,1524,1,1
152,45,5640,2916,4,4
153,45,2293,264,1,1
154,47,2333,1572,1,1
155,47,5309,2738,1,1
156,47,4845,1460,1,1
157,47,3259,1278,3,1
158,47,5003,3123,1,1
159,47,2638,1898,1,1
160,49,2449,2549,2,1
161,49,5402,2353,2,2
162,49,3948,897,2,1
163,49,4622,2886,2,2
164,51,1283,996,3,2
165,51,202,3175,1,1
166,51,5861,2173,1,1
167,51,3524,2997,1,1
168,51,5504,1195,1,1
169,51,4532,1270,1,1
170,53,1241,2589,1,2
171,53,846,2469,1,1
172,53,3316,1606,1,1
173,53,672,2397,1,1
174,53,3340,2992,1,1
175,54,41,35,1,1
176,54,1013,661,1,1
177,54,1363,2247,1,1
178,54,997,3161,1,1
179,54,5499,1966,1,1
180,55,4449,1989,2,2
181,55,5631,222,3,1
182,55,4450,1994,3,3
183,55,5623,207,1,1
184,55,3546,2112,1,1
185,55,297,291,1,1
186,55,4442,1973,1,1
187,56,1963,234,7,4
188,56,800,2497,3,2
189,56,438,1026,1,1
190,56,31,3093,1,1
191,56,99,3167,1,1
192,56,5838,2508,1,1
193,56,788,2485,1,1
194,57,3756,1239,4,5
195,57,5524,1203,1,1
196,58,5677,415,2,2
197,58,1432,1795,3,3
198,58,875,2567,3,2
199,58,878,3145,1,1
200,58,1427,1782,1,1
201,58,906,1945,1,1
202,58,1385,2398,1,1
203,59,5318,194,1,1
204,59,55,1777,1,1
205,59,3193,2675,1,1
206,61,3601,2834,1,1
207,61,2748,65,1,1
208,61,3953,2873,1,1
209,61,2773,88,1,1
210,61,2006,252,1,1
211,61,4156,2724,1,1
212,62,2538,2843,1,2
213,62,3317,2557,3,2
214,62,1474,998,4,4
215,62,1559,1458,6,4
216,62,3307,2546,1,1
217,62,730,231,1,1
218,62,1554,1448,6,1
219,62,722,167,1,1
220,64,2191,2218,2,2
221,65,5841,411,1,1
222,66,2346,327,1,1
223,68,4612,894,1,1
224,68,882,429,6,4
225,68,4982,414,1,1
226,68,4990,390,2,2
227,68,1049,322,3,2
228,68,4725,595,3,2
229,69,2240,2435,3,3
230,70,1577,2704,1,1
231,70,2468,319,1,2
232,70,2556,2769,2,1
233,70,4203,2105,2,2
234,70,4816,2563,2,1
235,72,4533,3039,1,1
236,73,5714,402,1,1
237,73,2863,366,1,2
238,75,0,3194,1,1
239,75,4428,642,1,1
240,75,5652,1478,1,2
241,77,1260,326,4,4
242,77,5834,2449,4,2
243,77,1250,318,2,1
244,77,696,592,1,1
245,77,5645,1706,1,2
246,79,3136,153,7,2
247,79,5491,106,1,1
248,79,5059,3092,1,1
249,79,4082,2872,2,2
250,79,4308,3101,1,1
251,79,4771,381,1,1
252,79,4459,3094,2,2
253,79,1886,1811,1,1
254,80,3064,842,3,3
255,80,533,96,4,3
256,80,3054,827,1,1
257,80,796,3018,1,1
258,80,4997,2273,1,1
259,80,5936,3127,1,1
260,80,3581,2314,1,1
261,80,5648,2892,1,1
262,81,4616,3163,1,1
263,81,2854,248,1,1
264,81,1243,2515,1,1
265,81,5651,3120,1,3
266,81,1748,592,1,2
267,82,920,82,8,4
268,82,5557,2743,1,1
269,82,0,566,3,5
270,82,3235,2668,3,3
271,82,5773,1726,1,1
272,82,4738,20,1,1
273,82,5523,318,1,1
274,82,4879,1036,1,1
275,83,4684,624,2,2
276,83,4820,67,4,4
277,83,3878,96,1,1
278,83,4946,3137,1,1
279,83,4812,53,2,1
280,84,2299,183,1,1
281,84,2935,2781,4,4
282,84,5229,124,1,1
283,84,5396,1836,1,1
284,84,5446,508,1,1
285,84,1561,76,1,1
286,85,3129,1703,2,2
287,85,5992,418,3,2
288,85,5197,119,1,1
289,85,4975,119,1,1
290,85,1335,2722,1,2
291,85,3118,1684,1,1
292,86,4578,1462,2,2
293,86,5046,2177,3,2
294,86,802,2907,1,1
295,86,3677,462,1,1
296,86,886,2617,3,2
297,88,2228,1754,5,3
298,88,3778,2728,1,1
299,88,2216,1740,1,1
300,88,2214,1739,1,1
301,88,2197,279,1,1
302,88,2880,804,1,1
303,88,4338,2896,4,3
304,89,2366,3197,1,1
305,89,5215,2365,1,1
306,91,4755,2791,2,2
307,91,213,2525,3,3
308,91,916,3112,3,2
309,93,4264,2378,2,2
310,93,5307,264,4,4
311,94,4266,84,5,1
312,94,4621,2792,1,1
313,95,5531,3173,4,2
314,95,382,1056,5,2
315,96,3153,2122,1,1
316,96,559,2657,3,3
317,96,256,1138,4,4
318,97,562,2457,3,2
319,97,5500,1011,3,2
320,97,5783,208,3,2
321,98,459,15,9,3
322,98,2585,1893,1,1
323,98,5134,179,3,2
324,99,5053,339,2,3
